max_depth,min_child_weight,gamma,n_estimators,learning_rate,subsample,colsample_bytree,colsample_bylevel,reg_alpha,reg_lambda,best_auc
6,14.674636242693246,0.17394642553333473,850,0.010098567499029638,0.6413982638930786,0.7767724987694178,0.5401916377423236,0.07892405215054757,0.0005662071280688219,0.6287
