season,rank,runner_id,player_name,sprint_speed,jump_time,primary_lead,lead_gain,avg_pre_release_velocity,avg_post_release_distance,avg_pop_faced,SB,CS,real_sb_pct,sb_residual,avg_pre_release_velocity
2015,1,605141,Mookie Betts,28.7,1.74,12.429531646,5.642240506,4.3401850046153845,53.446574999999996,1.95,21,6,0.7779155180528474,0.0036306290972318855,4.3401850046153845
2015,2,608070,José Ramírez,28.0,1.74,12.295364583,5.031840278,3.8706463676923075,52.143,1.95,10,4,0.7312261356679536,-0.03115380626285369,3.8706463676923075
2015,3,608070,José Ramírez,28.0,1.72,12.295364583,5.031840278,3.8706463676923075,52.689,1.95,10,4,0.7312261356679536,-0.03115380626285369,3.8706463676923075
2015,4,547180,Bryce Harper,27.7,1.8,11.668186722,4.916755187,3.7821193746153843,49.963874999999994,1.95,6,4,0.6595531051794078,-0.09951901636647376,3.7821193746153843
2015,5,592663,J.T. Realmuto,28.8,1.75,12.115241176,4.642758824,3.5713529415384615,53.352,1.95,8,4,0.699605681040654,-0.07685839457107513,3.5713529415384615
2015,6,593428,Xander Bogaerts,28.3,1.78,12.125084821,4.347678571,3.3443681315384617,51.597975,1.95,10,2,0.8172527398641833,0.05048839768731228,3.3443681315384617
2015,7,543760,Marcus Semien,28.9,1.72,12.177804233,3.618862434,2.7837403338461537,54.382574999999996,1.95,11,5,0.7092045989376723,-0.06955828331474145,2.7837403338461537
2015,8,621043,Carlos Correa,28.3,1.77,10.345008299,3.599082988,2.7685253753846153,51.8739,1.95,14,4,0.777969416421353,0.011205074244481916,2.7685253753846153
2015,9,596019,Francisco Lindor,28.4,1.75,12.0631875,3.421482143,2.6319093407692304,52.61099999999999,1.95,12,2,0.8364892935626904,0.06802424466798973,2.6319093407692304
2015,10,596019,Francisco Lindor,28.4,1.72,12.0631875,3.421482143,2.6319093407692304,53.4417,1.95,12,2,0.8364892935626904,0.06802424466798973,2.6319093407692304
