runner_id,season,player_name,sprint_speed,bolts,jump_time,accel_phase,top_speed_phase,total_90,seconds_since_hit_005,seconds_since_hit_010,seconds_since_hit_015,seconds_since_hit_020,seconds_since_hit_025,seconds_since_hit_030,seconds_since_hit_035,seconds_since_hit_040,seconds_since_hit_045,seconds_since_hit_050,seconds_since_hit_055,seconds_since_hit_060,seconds_since_hit_065,seconds_since_hit_070,seconds_since_hit_075,seconds_since_hit_080,seconds_since_hit_085,seconds_since_hit_090,SB,CS,Name,primary_lead,secondary_lead,lead_gain,sb_attempts,era,speed_capped,real_sb_pct,expected_sb_pct,sb_residual,pct_speed,pct_jump,accel_gap,dist_to_top_speed_ft,expected_dist_to_top,accel_topspeed_gap,accel_topspeed_premium,n_attempts,n_success,two_strike_share,avg_pop_faced,avg_pickoff_rate_faced,weak_arm_share,avg_pre_release_velocity,avg_post_release_distance,y,z_sb_residual,z_accel_gap,z_lead_gain,z_primary_lead,z_jump,z_speed_cap,z_pre_rel_vel,z_post_rel_dist,z_accel_top,SSSI_v7,rank_v7
641857,2022,Ryan McMahon,25.8,0.0,1.79,1.25,2.34,4.13,0.54,0.84,1.11,1.35,1.57,1.79,2.0,2.19,2.39,2.58,2.77,2.96,3.14,3.33,3.52,3.71,3.91,4.13,7,3,Ryan McMahon,10.081747368,14.552194737,4.470447368,10,pre_2023,25.8,0.7259245070998059,0.7623350532773125,-0.03641054617750661,15.973534971644613,67.76937618147448,51.795841209829874,65.0,60.606167962693,4.393832037307,-4.393832037307,0.0,0.0,0.55,1.95,0.02,0.2,3.438805667692308,46.7883,0,-0.5640081874966175,2.807214688348733,0.9356947295920062,-2.092628072106847,-0.50812036018658,-3.45419774695712,0.9356947292371912,-1.8573329449087372,-0.40935219266906553,1.0623725726291686,11
592518,2025,Manny Machado,25.8,0.0,1.88,1.31,2.29,4.17,0.57,0.9,1.18,1.43,1.66,1.88,2.09,2.29,2.49,2.68,2.87,3.06,3.25,3.43,3.61,3.79,3.97,4.17,14,3,Manny Machado,11.762858491,15.068075472,3.305216981,17,post_2023,25.8,0.8131303457498675,0.7623350532773125,0.05079529247255499,11.500974658869396,9.649122807017543,-1.851851851851853,70.0,60.606167962693,9.393832037307,-9.393832037307,0.0,0.0,0.55,1.95,0.02,0.2,2.5424746007692307,44.524350000000005,1,0.48061471559490443,-0.023588742403250415,-0.5371556407085176,-0.05751577371876375,-2.6146809499539367,-3.45419774695712,-0.5371556405048272,-2.6336728534218765,-0.8316379868739913,1.0534077878050996,12
592626,2024,Joc Pederson,25.5,0.0,1.83,1.28,2.34,4.17,0.55,0.87,1.14,1.38,1.61,1.83,2.04,2.24,2.44,2.63,2.82,3.01,3.19,3.38,3.57,3.76,3.97,4.17,7,4,Joc Pederson,10.410209945,13.692618785,3.28240884,11,post_2023,25.5,0.680554225406068,0.767027041602808,-0.08647281619673997,10.383064516129032,34.57661290322581,24.193548387096776,65.0,59.984182120887304,5.015817879112696,-5.015817879112696,3.0,3.0,1.0,1.9733333333333334,0.001932367149758454,0.3333333333333333,2.524929876923077,45.791199999999996,0,-1.1636950278777607,1.3507370513816477,-0.5659851145125823,-1.6949992533646,-1.4443695111942965,-3.996965686182464,-0.5659851142979594,-2.1992523878197803,-0.46188334970729306,1.0372078372421862,13
647304,2023,Josh Naylor,25.8,0.0,1.83,1.28,2.33,4.16,0.55,0.87,1.14,1.39,1.61,1.83,2.04,2.24,2.44,2.63,2.82,3.01,3.19,3.38,3.57,3.75,3.96,4.16,10,3,Josh Naylor,9.807819572,13.682293578,3.874474006,13,post_2023,25.8,0.7716037559165049,0.7623350532773125,0.009268702639192328,12.909441233140656,36.31984585741811,23.410404624277454,65.0,60.606167962693,4.393832037307,-4.393832037307,2.0,2.0,1.0,1.91,0.0,0.0,2.9803646199999996,44.84298,0,-0.016824762067724996,1.309413260477684,0.18238482907449707,-2.4242384093908647,-1.4443695111942965,-3.45419774695712,0.18238482900533703,-2.524410199631141,-0.40935219266906553,0.9879548318884291,14
670770,2024,TJ Friedl,26.5,0.0,1.77,1.23,2.27,4.04,0.54,0.84,1.1,1.34,1.56,1.77,1.97,2.16,2.36,2.54,2.73,2.91,3.09,3.27,3.45,3.64,3.83,4.04,9,1,TJ Friedl,11.792067265,15.67229148,3.880224215,10,post_2023,26.5,0.8592578404331392,0.7556459477940427,0.10361189263909654,25.60483870967742,71.57258064516128,45.96774193548386,50.0,62.01313515674743,-12.013135156747431,12.013135156747431,2.0,2.0,1.0,2.0,0.02,0.5,2.9847878576923077,49.81999999999999,1,1.1132951765763759,2.4996860234793425,0.18965308911083262,-0.022156341272584243,-0.03999578468272174,-2.187739222097988,0.18965308903891673,-0.8177208948902801,0.9763336417380221,0.9010104228529137,15
656941,2022,Kyle Schwarber,26.4,0.0,1.82,1.27,2.2799999999999994,4.1,0.55,0.87,1.14,1.38,1.61,1.82,2.03,2.23,2.42,2.61,2.8,2.99,3.17,3.35,3.53,3.72,3.91,4.1,10,1,Kyle Schwarber,11.027303483,15.459552239,4.432248756,11,pre_2023,26.4,0.868054225406068,0.7562364885251194,0.11181773688094865,27.6937618147448,47.82608695652174,20.132325141776942,65.0,61.8159398236104,3.1840601763896004,-3.1840601763896004,1.0,0.0,1.0,2.0,0.02,1.0,3.40942212,48.31199999999999,1,1.2115914944254371,1.1364403306879378,0.8874117115237805,-0.9479608028673473,-1.2103072234423673,-2.3686618685064382,0.8874117111872744,-1.3348350458378804,-0.30717829845021055,0.8855522719616937,16
641857,2023,Ryan McMahon,25.8,0.0,1.8,1.26,2.37,4.17,0.54,0.84,1.11,1.35,1.58,1.8,2.01,2.21,2.41,2.6,2.79,2.99,3.17,3.36,3.55,3.74,3.95,4.17,5,5,Ryan McMahon,10.081747368,14.552194737,4.470447368,10,post_2023,25.8,0.5925911737664725,0.7623350532773125,-0.16974387951084002,12.909441233140656,54.91329479768786,42.00385356454721,65.0,60.606167962693,4.393832037307,-4.393832037307,0.0,0.0,0.55,1.95,0.02,0.2,3.438805667692308,46.53675,0,-2.1611839718434602,2.2905253278523383,0.9356947295920062,-2.092628072106847,-0.7421826479385091,-3.45419774695712,0.9356947292371912,-1.9435929347435312,-0.40935219266906553,0.8768205261696647,17
518692,2023,Freddie Freeman,26.7,0.0,1.8,1.26,2.2800000000000002,4.08,0.54,0.85,1.12,1.36,1.59,1.8,2.01,2.2,2.4,2.59,2.77,2.96,3.14,3.32,3.5,3.68,3.87,4.08,23,1,Freddie Freeman,12.235060811,16.566962838,4.331902027,24,post_2023,26.7,0.9272023312585203,0.7548299120984208,0.1723724191600995,32.75529865125241,54.91329479768786,22.15799614643545,55.0,62.40372584272213,-7.403725842722132,7.403725842722132,3.0,3.0,1.0,2.03,0.02,0.6666666666666666,3.3322323284615383,50.13592499999999,1,1.9369650356635113,1.2433279916907904,0.7605735183089513,0.5141208870657284,-0.7421826479385091,-1.8258939292810938,0.7605735180205421,-0.7093858231806514,0.5870360271402708,0.8673658022039528,18
624428,2023,Adam Frazier,26.5,0.0,1.79,1.26,2.3200000000000003,4.11,0.53,0.84,1.1,1.35,1.57,1.79,2.0,2.2,2.39,2.59,2.77,2.96,3.15,3.33,3.52,3.71,3.91,4.11,11,4,Adam Frazier,12.576537879,17.786772727,5.210234848,15,post_2023,26.5,0.7444433803248545,0.7556459477940427,-0.01120256746918824,28.13102119460501,61.849710982658955,33.71868978805394,55.0,62.01313515674743,-7.013135156747431,7.013135156747431,4.0,1.0,1.0,1.9775,0.0,0.5,4.007872959999999,48.7354875,0,-0.26204638875719094,1.8533458574159636,1.8707855717274942,0.927504732545349,-0.50812036018658,-2.187739222097988,1.8707855710180912,-1.1896152984907813,0.5540478475330962,0.8626989358381176,19
605141,2024,Mookie Betts,26.7,0.0,1.82,1.26,2.25,4.07,0.56,0.88,1.15,1.39,1.61,1.82,2.02,2.22,2.41,2.59,2.78,2.96,3.14,3.32,3.5,3.68,3.87,4.07,16,2,Mookie Betts,12.429531646,18.071772152,5.642240506,18,post_2023,26.7,0.8647333741955255,0.7548299120984208,0.10990346209710478,30.141129032258064,41.431451612903224,11.29032258064516,50.0,62.40372584272213,-12.403725842722132,12.403725842722132,3.0,3.0,1.0,1.9000000000000001,0.0,0.0,4.3401850046153845,46.41795,1,1.188660744455378,0.6698784012496797,2.4168404124319034,0.7495425570384026,-1.2103072234423673,-1.8258939292810938,2.4168404115154365,-1.984331105255849,1.0093218213451967,0.8584473217658652,20
694384,2024,Nolan Schanuel,26.4,0.0,1.84,1.28,2.3100000000000005,4.15,0.56,0.87,1.15,1.39,1.62,1.84,2.05,2.25,2.45,2.64,2.83,3.02,3.21,3.39,3.57,3.76,3.95,4.15,10,1,Nolan Schanuel,12.792721649,15.703044674,2.910323024,11,post_2023,26.4,0.868054225406068,0.7562364885251194,0.11181773688094865,23.790322580645164,29.435483870967744,5.64516129032258,70.0,61.8159398236104,8.1840601763896,-8.1840601763896,1.0,1.0,1.0,1.97,0.02,0.0,2.2387100184615387,47.06723999999999,1,1.2115914944254371,0.3720027418169438,-1.0363013180662166,1.1892115543131938,-1.6784317989462256,-2.3686618685064382,-1.0363013176732496,-1.7616805435391623,-0.7294640926551362,0.8580033588976712,21
572233,2023,Christian Walker,26.4,1.0,1.87,1.31,2.3,4.17,0.56,0.89,1.17,1.41,1.65,1.87,2.08,2.28,2.48,2.67,2.86,3.05,3.23,3.42,3.6,3.78,3.97,4.17,11,0,Christian Walker,11.228369919,14.872199187,3.643829268,11,post_2023,26.4,0.930554225406068,0.7562364885251194,0.17431773688094865,24.951830443159924,16.28131021194605,-8.670520231213874,65.0,61.8159398236104,3.1840601763896004,-3.1840601763896004,1.0,1.0,1.0,1.95,0.02,0.0,2.8029455907692307,45.81719999999999,1,1.9602676433380193,-0.3833863169096722,-0.10914995371276874,-0.7045546585034688,-2.380618662202013,-2.3686618685064382,-0.10914995367137857,-2.190336626596547,-0.30717829845021055,0.8467707784294379,22
663728,2025,Cal Raleigh,26.0,0.0,1.855,1.2999999999999998,2.335,4.1899999999999995,0.555,0.885,1.16,1.4049999999999998,1.6400000000000001,1.855,2.0700000000000003,2.275,2.475,2.67,2.865,3.0549999999999997,3.24,3.4299999999999997,3.62,3.8049999999999997,3.995,4.1899999999999995,14,4,Cal Raleigh,10.682101604,13.854545455,3.17244385,18,post_2023,26.0,0.777776852456395,0.7598154706712039,0.017961381785191133,15.39961013645224,17.15399610136452,1.754385964912279,60.0,61.01449189006458,-1.0144918900645834,1.0144918900645834,0.0,0.0,0.55,1.95,0.02,0.2,2.440341423076923,45.503249999999994,1,0.08730326268042057,0.16669996902495787,-0.7049807827070758,-1.365853814083583,-2.0295252305741167,-3.092352454140226,-0.7049807824397463,-2.2979944433671027,0.047419480328456914,0.8412293311218247,23
