runner_id,season,player_name,sprint_speed,bolts,jump_time,accel_phase,top_speed_phase,total_90,seconds_since_hit_005,seconds_since_hit_010,seconds_since_hit_015,seconds_since_hit_020,seconds_since_hit_025,seconds_since_hit_030,seconds_since_hit_035,seconds_since_hit_040,seconds_since_hit_045,seconds_since_hit_050,seconds_since_hit_055,seconds_since_hit_060,seconds_since_hit_065,seconds_since_hit_070,seconds_since_hit_075,seconds_since_hit_080,seconds_since_hit_085,seconds_since_hit_090,SB,CS,Name,primary_lead,secondary_lead,lead_gain,sb_attempts,era,speed_capped,real_sb_pct,expected_sb_pct,sb_residual,pct_speed,pct_jump,accel_gap,dist_to_top_speed_ft,expected_dist_to_top,accel_topspeed_gap,accel_topspeed_premium,n_attempts,n_success,two_strike_share,avg_pop_faced,avg_pickoff_rate_faced,weak_arm_share,avg_pre_release_velocity,avg_post_release_distance,y,z_sb_residual,z_accel_gap,z_lead_gain,z_primary_lead,z_jump,z_speed_cap,z_pre_rel_vel,z_post_rel_dist,z_accel_top,SSSI_v7,rank_v7
663647,2023,Ke'Bryan Hayes,27.1,0.0,1.84,1.27,2.2300000000000004,4.07,0.57,0.89,1.16,1.4,1.62,1.84,2.04,2.24,2.42,2.61,2.8,2.98,3.16,3.34,3.51,3.69,3.88,4.07,10,6,Ke'Bryan Hayes,11.200950355,14.856446809,3.655496454,16,post_2023,27.1,0.6613746479284328,0.7546580237733105,-0.09328337584487767,40.46242774566474,30.828516377649322,-9.633911368015418,75.0,63.1697072934742,11.830292706525803,-11.830292706525803,4.0,2.0,1.0,1.96,0.0,0.25,2.8119203492307694,48.06998,0,-1.2452774849866755,-0.4342211390534368,-0.09440263900815746,-0.7377481167760308,-1.6784317989462256,-1.1022033436472995,-0.09440263897235897,-1.4178270662704615,-1.0374145326240167,0.14281465985364103,153
665923,2023,Esteury Ruiz,29.6,63.0,1.73,1.19,2.06,3.79,0.54,0.84,1.09,1.32,1.53,1.73,1.93,2.11,2.29,2.47,2.64,2.8,2.97,3.13,3.3,3.46,3.62,3.79,67,13,Esteury Ruiz,14.319311111,20.003666667,5.684355556,80,post_2023,28.0,0.8339866777234951,0.7976934185307663,0.036293259192728855,96.4354527938343,92.77456647398844,-3.660886319845858,60.0,67.49792707450544,-7.497927074505441,13.868801761599514,4.0,4.0,1.0,1.915,0.0,0.0,4.372581196923076,54.41664,1,0.30689749275742717,-0.11904524176209698,2.4700738053126234,3.0372636825756554,0.8962533663249947,0.5261004740287265,2.47007380437597,0.7585308231546646,1.133057970939926,0.1422742193734339,154
680977,2024,Brendan Donovan,27.0,0.0,1.79,1.25,2.26,4.05,0.54,0.85,1.12,1.36,1.58,1.79,2.0,2.2,2.39,2.58,2.76,2.95,3.13,3.31,3.48,3.66,3.85,4.05,5,5,Brendan Donovan,11.42269469,13.978774336,2.556079646,10,post_2023,27.0,0.5925911737664725,0.7545184729713217,-0.16192729920484916,38.00403225806452,59.2741935483871,21.270161290322584,75.0,62.98011192093585,12.019888079064152,-12.019888079064152,2.0,0.0,1.0,2.01,0.02,1.0,1.9662151123076923,50.47109999999999,0,-2.0675505759849777,1.1964800134611238,-1.4840646928329,-0.4693098100619135,-0.50812036018658,-1.2831259900557497,-1.4840646922701413,-0.5944496590268971,-1.0534272191180039,0.1403380149465426,155
665862,2023,Jazz Chisholm Jr.,28.4,10.0,1.72,1.19,2.1399999999999997,3.86,0.53,0.83,1.08,1.31,1.52,1.72,1.92,2.1,2.29,2.46,2.64,2.81,2.98,3.15,3.32,3.49,3.67,3.86,22,3,Jazz Chisholm Jr.,12.165130769,17.803053846,5.637923077,25,post_2023,28.0,0.8629622535499029,0.7675452391173305,0.09541701443257233,76.878612716763,95.56840077071291,18.68978805394991,50.0,65.51918106739305,-15.519181067393049,22.16150708569563,1.0,1.0,1.0,1.94,0.02,0.0,4.336863905384615,53.16763999999999,1,1.015130218872885,1.0603226319732388,2.411383185284087,0.42946527652700883,1.130315654076924,0.5261004740287265,2.4113831843696905,0.33023137054620544,1.8334363017185946,0.13874143436788736,156
608070,2023,José Ramírez,27.8,0.0,1.7850000000000001,1.23,2.1500000000000004,3.935,0.555,0.87,1.125,1.36,1.5750000000000002,1.7850000000000001,1.98,2.17,2.35,2.53,2.71,2.885,3.0549999999999997,3.23,3.395,3.575,3.75,3.935,28,6,José Ramírez,12.295364583,17.327204861,5.031840278,34,post_2023,27.8,0.8176632719614637,0.7590419732082063,0.05862129875325739,60.982658959537574,65.70327552986512,4.72061657032755,65.0,64.46140841844891,0.5385915815510884,-0.6555569018468468,4.0,4.0,1.0,1.9625,0.0,0.25,3.8706463676923075,50.87486875,1,0.5743610234925357,0.32321771088865364,1.6452949636765193,0.5871231689240405,-0.391089216310618,0.1642551812118325,1.6452949630526235,-0.4559917450113627,-0.0936280957622021,0.1359413401601645,157
547180,2022,Bryce Harper,27.6,0.0,1.79,1.24,2.25,4.04,0.55,0.86,1.12,1.36,1.58,1.79,1.99,2.18,2.38,2.56,2.74,2.92,3.1,3.28,3.45,3.63,3.82,4.04,11,4,Bryce Harper,11.668186722,16.584941909,4.916755187,15,pre_2023,27.6,0.7444433803248545,0.7571810066159186,-0.01273762629106412,54.82041587901701,67.76937618147448,12.948960302457472,75.0,64.09868425466931,10.901315745330692,-12.502602513875416,2.0,1.0,1.0,1.95,0.0,0.0,3.7821193746153843,50.0526,0,-0.280434579591052,0.7573989838753393,1.499827491504066,-0.1721231180912363,-0.50812036018658,-0.19759011160506146,1.4998274909353313,-0.73795912333165,-1.094195908813695,0.13548874338682168,158
596115,2022,Trevor Story,28.4,5.0,1.78,1.22,2.13,3.91,0.56,0.87,1.13,1.36,1.58,1.78,1.98,2.17,2.35,2.53,2.71,2.88,3.05,3.22,3.39,3.56,3.73,3.91,13,0,Trevor Story,12.970051546,17.187123711,4.217072165,13,pre_2023,28.0,0.9382704225831715,0.7675452391173305,0.17072518346584098,78.35538752362949,74.85822306238185,-3.4971644612476354,60.0,65.51918106739305,-5.519181067393049,7.88143200347457,0.0,0.0,0.55,1.95,0.02,0.2,3.2439016653846156,51.78029999999999,1,1.9172330984486503,-0.11040620487982007,0.6154286554087551,1.4038828210243308,-0.27405807243465086,0.5261004740287265,0.615428655175385,-0.14550679004772243,0.6273817322382568,0.1293384312139104,159
668227,2025,Randy Arozarena,27.7,2.0,1.79,1.24,2.17,3.96,0.55,0.87,1.13,1.37,1.59,1.79,1.99,2.18,2.37,2.55,2.73,2.91,3.08,3.25,3.42,3.59,3.77,3.96,31,6,Randy Arozarena,12.430134259,16.300222222,3.870087963,37,post_2023,27.7,0.8306873239642163,0.7580506489509737,0.07263667501324256,56.04288499025342,55.65302144249513,-0.3898635477582886,65.0,64.28067966660899,0.7193203333910105,-0.8502575565307964,2.0,2.0,1.0,1.93,0.0,0.0,2.9769907407692306,49.718729999999994,1,0.7422486702747201,0.053555329797374436,0.1768408738800779,0.7502720657012704,-0.50812036018658,-0.0166674651966177,0.17684087381302038,-0.8524477848547782,-0.11007195988128823,0.12825852005539345,160
664728,2024,Kyle Isbel,27.9,1.0,1.72,1.19,2.1799999999999997,3.9,0.53,0.82,1.08,1.3,1.51,1.72,1.91,2.1,2.28,2.47,2.64,2.82,2.99,3.17,3.34,3.52,3.7,3.9,11,2,Kyle Isbel,12.64,16.795311475,4.155311475,13,post_2023,27.9,0.8271593114720605,0.7601549793876154,0.067004332084445,64.01209677419355,95.26209677419355,31.25,55.0,64.64087051018905,-9.640870510189046,12.073345393796863,0.0,0.0,0.55,1.95,0.02,0.2,3.1963934423076927,52.50082499999999,1,0.6747798572621254,1.7230816256725674,0.5373631877112365,1.0043304350000546,1.130315654076924,0.34517782762027627,0.5373631875074691,0.1015712428511635,0.9814188272923593,0.12716339985932262,161
680474,2024,Max Schuemann,27.8,0.0,1.8,1.25,2.17,3.97,0.55,0.87,1.13,1.37,1.59,1.8,2.0,2.2,2.38,2.57,2.75,2.93,3.1,3.28,3.45,3.62,3.79,3.97,14,1,Max Schuemann,12.282882353,16.237117647,3.954235294,15,post_2023,27.8,0.8944433803248544,0.7590419732082063,0.13540140711664805,61.08870967741935,53.42741935483871,-7.661290322580641,65.0,64.46140841844891,0.5385915815510884,-0.6555569018468468,1.0,1.0,1.0,2.02,0.02,1.0,3.0417194569230768,51.9443,1,1.4940959969740406,-0.33013274113164764,0.2832030396851058,0.572012484426887,-0.7421826479385091,0.1642551812118325,0.28320303957771553,-0.08926891156270207,-0.0936280957622021,0.1263871844828716,162
643217,2018,Andrew Benintendi,27.7,1.0,1.71,1.19,2.16,3.87,0.52,0.8,1.05,1.28,1.5,1.71,1.9,2.09,2.28,2.46,2.64,2.81,2.99,3.16,3.33,3.51,3.68,3.87,21,3,Andrew Benintendi,11.935697248,14.271059633,2.335362385,24,pre_2023,27.7,0.8582368140171409,0.7580506489509737,0.10018616506616718,59.856262833675565,93.83983572895276,33.9835728952772,60.0,64.28067966660899,-4.2806796666089895,5.059887875633781,2.0,1.0,1.0,1.995,0.02,0.5,1.7964326038461536,53.603654999999996,1,1.0722590081519856,1.8673228239150395,-1.7630511518391117,0.1517186279792682,1.3643779418288529,-0.0166674651966177,-1.7630511511705613,0.4797469716903831,0.3890821316563583,0.12502565537694368,163
670764,2024,Taylor Walls,27.8,0.0,1.77,1.23,2.1799999999999997,3.95,0.54,0.85,1.1099999999999999,1.3399999999999999,1.56,1.77,1.9649999999999999,2.16,2.3449999999999998,2.5300000000000002,2.71,2.8899999999999997,3.0599999999999996,3.24,3.41,3.585,3.7649999999999997,3.95,16,4,Taylor Walls,12.974603659,17.344780488,4.370176829,20,post_2023,27.8,0.7955547042598835,0.7590419732082063,0.03651273105167718,61.08870967741935,71.57258064516128,10.483870967741929,65.0,64.46140841844891,0.5385915815510884,-0.6555569018468468,1.0,1.0,1.0,1.98,0.02,0.0,3.3616744838461536,51.74136,1,0.3095265062958611,0.6273247356164314,0.8089528404823263,1.4093934984704584,-0.03999578468272174,0.1642551812118325,0.8089528401755713,-0.15885985704897848,-0.0936280957622021,0.12395964999449718,164
656716,2024,Zach McKinstry,28.4,0.0,1.77,1.22,2.16,3.93,0.55,0.85,1.11,1.35,1.57,1.77,1.97,2.16,2.35,2.53,2.71,2.88,3.05,3.22,3.39,3.56,3.74,3.93,16,0,Zach McKinstry,12.788853846,16.976269231,4.187415385,16,post_2023,28.0,0.9470889336427184,0.7675452391173305,0.17954369452538788,77.82258064516128,71.57258064516128,-6.25,60.0,65.51918106739305,-5.519181067393049,7.88143200347457,0.0,0.0,0.55,1.95,0.02,0.2,3.221088757692308,52.057199999999995,1,2.0228684408359237,-0.2556638262734639,0.5779425068391325,1.1845292859340542,-0.03999578468272174,0.5261004740287265,0.5779425066199771,-0.050553933020273695,0.6273817322382568,0.11979710019996057,165
608070,2019,José Ramírez,27.9,1.0,1.755,1.2149999999999999,2.165,3.92,0.54,0.83,1.085,1.3250000000000002,1.545,1.755,1.955,2.145,2.33,2.51,2.685,2.865,3.04,3.21,3.385,3.56,3.74,3.92,24,4,José Ramírez,12.295364583,17.327204861,5.031840278,28,pre_2023,27.9,0.8451172001968814,0.7601549793876154,0.08496222080926596,68.03921568627452,75.09803921568627,7.058823529411754,55.0,64.64087051018905,-9.640870510189046,12.073345393796863,2.0,2.0,1.0,2.01,0.02,1.0,3.8706463676923075,53.134852499999994,1,0.8898941448317196,0.44659681451522504,1.6452949636765193,0.5871231689240405,0.31109764694517456,0.34517782762027627,1.6452949630526235,0.31898808127286776,0.9814188272923593,0.11938681355287832,166
596115,2025,Trevor Story,28.6,1.0,1.77,1.22,2.13,3.9,0.55,0.86,1.12,1.35,1.56,1.77,1.96,2.15,2.33,2.51,2.69,2.86,3.04,3.21,3.38,3.55,3.72,3.9,31,1,Trevor Story,12.970051546,17.187123711,4.217072165,32,post_2023,28.0,0.9429423677431645,0.7713531164644607,0.17158925127870384,81.57894736842105,69.88304093567251,-11.695906432748544,60.0,65.86163866957622,-5.861638669576223,8.78241735322299,1.0,1.0,1.0,1.97,0.008547008547008548,0.0,3.2439016653846156,52.961479999999995,1,1.927583609849186,-0.5430254952207924,0.6154286554087551,1.4038828210243308,-0.03999578468272174,0.5261004740287265,0.615428655175385,0.25953624232382116,0.7034763950353596,0.10874251783691533,167
666971,2025,Lourdes Gurriel Jr.,27.1,0.0,1.86,1.2800000000000002,2.2399999999999993,4.1,0.58,0.9,1.18,1.42,1.65,1.86,2.07,2.26,2.46,2.65,2.83,3.02,3.2,3.38,3.56,3.74,3.92,4.1,10,4,Lourdes Gurriel Jr.,11.124780488,13.634300813,2.509520325,14,post_2023,27.1,0.7309930319208994,0.7546580237733105,-0.02366499185241111,41.033138401559455,15.886939571150096,-25.14619883040936,55.0,63.1697072934742,-8.169707293474197,8.169707293474197,1.0,0.0,1.0,1.94,0.0,0.0,1.93040025,47.053729999999995,0,-0.4113315070507199,-1.2527509594665422,-1.5429156410581208,-0.8299575079206534,-2.1465563744500837,-1.1022033436472995,-1.5429156404730457,-1.766313310236311,0.6517286441956862,0.10824664696685199,168
683002,2025,Gunnar Henderson,28.5,13.0,1.74,1.2,2.13,3.87,0.54,0.84,1.09,1.32,1.54,1.74,1.93,2.12,2.31,2.49,2.66,2.83,3.0,3.17,3.34,3.51,3.68,3.87,30,5,Gunnar Henderson,13.659720339,18.061966102,4.402245763,35,post_2023,28.0,0.8472216901624272,0.769388336829806,0.0778333533326212,79.53216374269006,87.91423001949317,8.382066276803116,55.0,65.69104319853454,-10.691043198534544,15.642570805842153,1.0,0.0,1.0,2.0,0.0,1.0,3.3863428946153844,54.434999999999995,1,0.8044987360553587,0.5164197630011245,0.8494879499714016,2.238779112677006,0.6621910785730656,0.5261004740287265,0.8494879496492761,0.7648267222338389,1.282865464856749,0.10285407267939459,169
666139,2023,Josh Lowe,28.7,13.0,1.72,1.18,2.1100000000000003,3.83,0.54,0.83,1.09,1.31,1.53,1.72,1.92,2.11,2.28,2.46,2.64,2.81,2.98,3.15,3.31,3.48,3.65,3.83,32,3,Josh Lowe,12.320161616,16.964353535,4.644191919,35,post_2023,28.0,0.8972216901624271,0.773439578021291,0.1237821121411361,83.91136801541425,95.56840077071291,11.657032755298658,75.0,66.03096748051814,8.969032519481857,-13.753355121073215,1.0,1.0,1.0,1.91,0.02,0.0,3.5724553223076922,52.89840499999999,1,1.354910572728511,0.6892284303237582,1.1553077169746013,0.6171418548582457,1.130315654076924,0.5261004740287265,1.155307716536509,0.23790694851014585,-1.199830920430576,0.10074481517206343,170
663757,2023,Trent Grisham,27.7,1.0,1.73,1.19,2.16,3.89,0.54,0.83,1.08,1.31,1.53,1.73,1.93,2.11,2.3,2.48,2.65,2.83,3.0,3.18,3.35,3.53,3.7,3.89,15,3,Trent Grisham,10.18492145,14.383410876,4.198489426,18,post_2023,27.7,0.8212551133259602,0.7580506489509737,0.0632044643749865,58.092485549132945,92.77456647398844,34.6820809248555,55.0,64.28067966660899,-9.28067966660899,10.970033307798358,2.0,2.0,1.0,1.92,0.0,0.5,3.229607250769231,51.056639999999994,1,0.6292619320926107,1.9041806795597287,0.5919400866907577,-1.9677280341019838,0.8962533663249947,-0.0166674651966177,0.5919400864662946,-0.3936598580017922,0.8882362231940049,0.0943460693756715,171
668804,2023,Bryan Reynolds,27.8,0.0,1.78,1.2349999999999999,2.205,3.9850000000000003,0.545,0.855,1.115,1.35,1.57,1.78,1.98,2.17,2.36,2.545,2.725,2.9050000000000002,3.085,3.255,3.435,3.61,3.79,3.9850000000000003,12,1,Bryan Reynolds,12.508284375,15.25295,2.744665625,13,post_2023,27.8,0.882714867027616,0.7590419732082063,0.12367289381940971,60.982658959537574,68.30443159922929,7.321772639691716,70.0,64.46140841844891,5.538591581551088,-6.741401206717991,1.0,1.0,1.0,1.96,0.02,0.0,2.11128125,50.946279999999994,1,1.3536022662884981,0.46047173067681785,-1.2456921511428791,0.8448786981933777,-0.27405807243465086,0.1642551812118325,-1.245692150670511,-0.4315038352554905,-0.6076212149002092,0.08906658615166588,172
542303,2019,Marcell Ozuna,27.4,0.0,1.86,1.31,2.2199999999999998,4.08,0.55,0.87,1.15,1.4,1.64,1.86,2.06,2.26,2.46,2.65,2.83,3.01,3.19,3.37,3.54,3.72,3.9,4.08,12,2,Marcell Ozuna,10.24402027,14.518533784,4.274513514,14,pre_2023,27.4,0.8362561898156362,0.7558067677123423,0.08044942210329387,56.07843137254902,15.784313725490195,-40.294117647058826,75.0,63.73089345049059,11.26910654950941,-12.132430129336408,1.0,0.0,1.0,1.96,0.02,0.0,3.288087318461538,48.06507999999999,1,0.8358361487356416,-2.052054305197018,0.6880344791918339,-1.8961844378716557,-2.1465563744500837,-0.5594354044219618,0.6880344789309314,-1.4195073443471526,-1.0629322009341378,0.08840402300631073,173
502671,2015,Paul Goldschmidt,27.4,3.0,1.76,1.22,2.2300000000000004,3.99,0.54,0.83,1.08,1.32,1.54,1.76,1.96,2.16,2.36,2.54,2.73,2.91,3.09,3.27,3.44,3.62,3.8,3.99,21,5,Paul Goldschmidt,10.218108108,13.048711712,2.830603604,26,pre_2023,27.4,0.802866696983777,0.7558067677123423,0.04705992927143465,59.13978494623656,68.9247311827957,9.784946236559136,75.0,63.73089345049059,11.26910654950941,-12.132430129336408,0.0,0.0,0.55,1.95,0.02,0.2,2.177387387692308,50.49134999999999,1,0.43586947821563166,0.5904448920676166,-1.1370666075549665,-1.9275530718914702,0.1940665030692074,-0.5594354044219618,-1.1370666071237892,-0.5875056526895712,-1.0629322009341378,0.08770882977921071,174
592518,2015,Manny Machado,27.4,0.0,1.78,1.24,2.2199999999999998,4.0,0.54,0.84,1.09,1.33,1.56,1.78,1.99,2.19,2.38,2.57,2.76,2.94,3.12,3.29,3.47,3.65,3.83,4.0,20,8,Manny Machado,11.762858491,15.068075472,3.305216981,28,pre_2023,27.4,0.7239050789847602,0.7558067677123423,-0.031901688727582145,59.13978494623656,56.55913978494623,-2.5806451612903274,70.0,63.73089345049059,6.269106549509409,-6.749381315291526,0.0,0.0,0.55,1.95,0.02,0.2,2.5424746007692307,49.95704999999999,0,-0.5099974029909335,-0.06204464764218583,-0.5371556407085176,-0.05751577371876375,-0.27405807243465086,-0.5594354044219618,-0.5371556405048272,-0.7707245458270402,-0.6082951921975726,0.08399507792402183,175
605141,2018,Mookie Betts,28.1,6.0,1.75,1.21,2.13,3.88,0.54,0.82,1.08,1.32,1.54,1.75,1.95,2.14,2.32,2.5,2.68,2.85,3.02,3.19,3.36,3.53,3.7,3.88,30,6,Mookie Betts,12.429531646,18.071772152,5.642240506,36,pre_2023,28.0,0.826557746499929,0.7627460375129687,0.06381170898696031,73.40862422997947,78.13141683778234,4.722792607802873,60.0,64.99599471336998,-4.995994713369981,6.607643578218048,1.0,1.0,1.0,1.99,0.02,0.0,4.3401850046153845,53.12305,1,0.6365360050132582,0.3233325328688552,2.4168404124319034,0.7495425570384026,0.4281287908211365,0.5261004740287265,2.4168404115154365,0.3149408400483609,0.5198011808765582,0.08030923340966598,176
547180,2021,Bryce Harper,27.8,0.0,1.78,1.23,2.2299999999999995,4.01,0.55,0.87,1.12,1.36,1.58,1.78,1.99,2.18,2.37,2.55,2.73,2.91,3.09,3.27,3.44,3.61,3.8,4.01,13,3,Bryce Harper,11.668186722,16.584941909,4.916755187,16,pre_2023,27.8,0.8042317907855756,0.7590419732082063,0.045189817577369285,64.40329218106996,70.88477366255144,6.481481481481481,75.0,64.46140841844891,10.538591581551088,-12.827245511589135,2.0,2.0,1.0,2.005,0.0,1.0,3.7821193746153843,52.11596499999999,1,0.4134677498772437,0.4161324691403121,1.499827491504066,-0.1721231180912363,-0.27405807243465086,0.1642551812118325,1.4998274909353313,-0.030402598086299856,-1.121614334038216,0.0792620627518317,177
677800,2024,Wilyer Abreu,27.5,0.0,1.78,1.24,2.1900000000000004,3.97,0.54,0.85,1.11,1.35,1.57,1.78,1.98,2.17,2.36,2.54,2.73,2.9,3.08,3.26,3.43,3.6,3.78,3.97,8,3,Wilyer Abreu,11.417780702,14.692837719,3.275057018,11,post_2023,27.5,0.743054225406068,0.7564330462030417,-0.013378820796973723,51.91532258064516,65.5241935483871,13.608870967741943,60.0,63.91542218262983,-3.9154221826298325,4.352968800069778,2.0,1.0,1.0,1.95,0.0,0.0,2.519274629230769,50.139375,0,-0.28811533212526497,0.7922201899452681,-0.5752778122278912,-0.4752585645946214,-0.27405807243465086,-0.37851275801351164,-0.5752778120097451,-0.708202770249104,0.3293777550037269,0.07182648484766477,178
669004,2023,MJ Melendez,27.6,0.0,1.79,1.25,2.24,4.03,0.54,0.85,1.11,1.35,1.57,1.79,1.99,2.18,2.37,2.56,2.74,2.93,3.11,3.28,3.46,3.64,3.83,4.03,6,4,MJ Melendez,14.449688525,17.529737705,3.08004918,10,post_2023,27.6,0.6592578404331392,0.7571810066159186,-0.09792316618277941,54.6242774566474,61.849710982658955,7.225433526011557,70.0,64.09868425466931,5.901315745330692,-6.768155954417401,0.0,0.0,0.55,1.95,0.02,0.2,2.3692686,50.0526,0,-1.3008566907777488,0.45538824846244114,-0.821767579070716,3.1950954136452463,-0.50812036018658,-0.19759011160506146,-0.8217675787591008,-0.73795912333165,-0.6098808448764088,0.07062716855559215,179
608070,2021,José Ramírez,28.1,4.0,1.77,1.2149999999999999,2.14,3.91,0.5549999999999999,0.865,1.12,1.35,1.57,1.77,1.9649999999999999,2.1550000000000002,2.3449999999999998,2.52,2.6950000000000003,2.87,3.045,3.215,3.38,3.5549999999999997,3.73,3.91,27,4,José Ramírez,12.295364583,17.327204861,5.031840278,31,pre_2023,28.0,0.8580241001804746,0.7627460375129687,0.09527806266750594,72.8395061728395,76.13168724279835,3.2921810699588434,70.0,64.99599471336998,5.004005286630019,-6.6182382677636316,3.0,2.0,1.0,1.9766666666666666,0.0,0.6666666666666666,3.8706463676923075,52.21167333333333,1,1.0134657409152126,0.2478441042285781,1.6452949636765193,0.5871231689240405,-0.03999578468272174,0.5261004740287265,1.6452949630526235,0.0024171191088464966,-0.5972192230016183,0.06752954372436024,180
681546,2023,James Outman,28.9,7.0,1.71,1.18,2.11,3.82,0.53,0.82,1.07,1.3,1.51,1.71,1.9,2.08,2.26,2.44,2.61,2.79,2.96,3.13,3.29,3.46,3.64,3.82,16,3,James Outman,12.713019802,17.922633663,5.209613861,19,post_2023,28.0,0.8287028169373786,0.7779775469014867,0.05072527003589189,88.6319845857418,97.59152215799615,8.959537572254348,75.0,66.36582512210265,8.634174877897351,-13.846681345738007,1.0,1.0,1.0,2.01,0.02,1.0,4.007395277692308,56.34632999999999,1,0.47977592954341,0.546890928321218,1.8700006446065527,1.092726433957502,1.3643779418288529,0.5261004740287265,1.8700006438974488,1.4202483337263263,-1.2077129882111197,0.06562835108998671,181
660271,2024,Shohei Ohtani,28.1,2.0,1.71,1.18,2.15,3.86,0.53,0.82,1.07,1.3,1.51,1.71,1.91,2.1,2.28,2.46,2.64,2.81,2.98,3.15,3.32,3.49,3.67,3.86,59,4,Shohei Ohtani,11.510135065,14.947436364,3.437301299,63,post_2023,28.0,0.9248362883308395,0.7627460375129687,0.16209025081787087,69.95967741935483,96.875,26.915322580645167,60.0,64.99599471336998,-4.995994713369981,6.607643578218048,1.0,1.0,1.0,1.89,0.0,0.0,2.6440779223076922,51.51573,1,1.813796808512622,1.4943556728938598,-0.37020115784607227,-0.3634566156457073,1.3643779418288529,0.5261004740287265,-0.3702011577056911,-0.23623151877199444,0.5198011808765582,0.06158443361274829,182
660162,2019,Yoán Moncada,27.8,7.0,1.73,1.2,2.175,3.9050000000000002,0.53,0.815,1.065,1.3050000000000002,1.525,1.73,1.9249999999999998,2.115,2.295,2.475,2.6550000000000002,2.825,2.995,3.175,3.3449999999999998,3.525,3.715,3.9050000000000002,10,3,Yoán Moncada,12.317113333,16.324573333,4.00746,13,pre_2023,27.8,0.7716037559165049,0.7590419732082063,0.012561782708298552,66.17647058823529,87.6470588235294,21.470588235294116,60.0,64.46140841844891,-4.461408418448912,5.430287403024297,3.0,3.0,1.0,1.9666666666666668,0.0,0.3333333333333333,3.0826615384615383,52.4864,0,0.022622445999462653,1.2070558509493867,0.35047902975181217,0.6134516774884138,0.8962533663249947,0.1642551812118325,0.3504790296189109,0.0966247099417383,0.42036502337580495,0.061535018145877154,183
680869,2024,Zack Gelof,28.7,13.0,1.76,1.21,2.1100000000000003,3.87,0.55,0.86,1.11,1.34,1.56,1.76,1.96,2.14,2.33,2.51,2.68,2.85,3.02,3.19,3.36,3.53,3.7,3.87,25,3,Zack Gelof,12.159210884,17.515761905,5.35655102,28,post_2023,28.0,0.8754202304999117,0.773439578021291,0.10198065247862065,85.18145161290323,78.0241935483871,-7.157258064516128,55.0,66.03096748051814,-11.030967480518143,16.915181515847685,2.0,2.0,1.0,1.99,0.0,0.5,4.120423861538462,53.971785,1,1.0937548469556297,-0.30353670011086786,2.0557291078002073,0.42229880751510807,0.1940665030692074,0.5261004740287265,2.055729107020674,0.6059838631945874,1.390346549734425,0.06026990324716741,184
605141,2020,Mookie Betts,28.3,6.0,1.78,1.24,2.12,3.9,0.54,0.86,1.12,1.36,1.58,1.78,1.97,2.17,2.35,2.53,2.71,2.89,3.06,3.23,3.4,3.56,3.73,3.9,10,2,Mookie Betts,12.429531646,18.071772152,5.642240506,12,pre_2023,28.0,0.8169922121468876,0.7658238233270325,0.05116838881985508,85.04273504273505,87.74928774928775,2.7065527065526993,80.0,65.34605227615182,14.653947723848177,-20.411010955593238,0.0,0.0,0.55,1.95,0.02,0.2,4.3401850046153845,51.597975,1,0.4850839689784242,0.2169425186120313,2.4168404124319034,0.7495425570384026,-0.27405807243465086,0.5261004740287265,2.4168404115154365,-0.20802856562565128,-1.762117616755245,0.05984452909334134,185
646240,2021,Rafael Devers,27.1,0.0,1.76,1.22,2.2300000000000004,3.99,0.54,0.84,1.1,1.33,1.55,1.76,1.96,2.15,2.34,2.53,2.71,2.89,3.06,3.24,3.42,3.6,3.78,3.99,5,5,Rafael Devers,9.60326087,12.857483092,3.254222222,10,pre_2023,27.1,0.5925911737664725,0.7546580237733105,-0.16206685000683796,46.2962962962963,81.79012345679013,35.49382716049383,65.0,63.1697072934742,1.8302927065258032,-1.8302927065258032,1.0,0.0,1.0,2.01,0.02,1.0,2.5032478630769233,51.475094999999996,0,-2.069222229697148,1.9470137241438263,-0.6016129793725975,-2.6718722061618965,0.1940665030692074,-1.1022033436472995,-0.6016129791444645,-0.25016582482223093,-0.19284294421416526,0.057415207054941686,186
641584,2023,Jake Fraley,28.0,0.0,1.71,1.19,2.16,3.87,0.52,0.81,1.07,1.29,1.51,1.71,1.9,2.09,2.28,2.46,2.64,2.81,2.98,3.15,3.33,3.49,3.67,3.87,21,5,Jake Fraley,12.234175182,16.94549635,4.711321168,26,post_2023,28.0,0.802866696983777,0.7613896674892029,0.0414770294945741,66.1849710982659,97.59152215799615,31.406551059730248,80.0,64.8190659418294,15.180934058170607,-19.5446694163697,2.0,2.0,1.0,1.97,0.0,0.0,3.624093206153846,53.505199999999995,1,0.36899293574035374,1.731342284270929,1.2401590393832107,0.5130487661065295,1.3643779418288529,0.5261004740287265,1.2401590389129427,0.44598538433524615,-1.6889488717664993,0.05329665585345092,187
