date,pitcher_name,pitcher_id,p_throws,base,result,run_value,lead_at_firstmove_ft,lead_at_release_ft,gain_to_release_ft,delivery_s,release_conf,usable,analysis_method,play_id,avg_velocity_ftps
2025-03-27,"Treinen, Blake",595014,R,2B,SB,0.197,9.9,27.4,17.5,1.3811,0.81,True,full,3894b152-758f-309b-a700-d687904cda59,12.671
2025-04-22,"Pivetta, Nick",601713,R,2B,SB,0.198,13.9,32.6,18.7,1.2669,0.895,True,full,98e86d9d-8def-391e-b023-a3efc0400315,14.76
2025-04-29,"Sousa, Bennett",656986,L,3B,SB,0.196,18.2,43.0,24.8,1.3333,0.781,True,full,9f92858e-cdcb-3136-b026-da26cd99b71f,18.6
2025-05-25,"Allen, Logan",671106,L,2B,CS,-0.447,9.6,19.7,10.0,1.1107,0.806,True,capped_6s,ec5d841c-c7ec-3a2c-bb4d-eade67e579ab,9.003
