game_pk,play_id,is_naylor,clip_prefix,date,pitcher_name,result
778546,3894b152-758f-309b-a700-d687904cda59,0,torres,2025-03-27,"Treinen, Blake",SB
778221,98e86d9d-8def-391e-b023-a3efc0400315,0,torres,2025-04-22,"Pivetta, Nick",SB
778124,9f92858e-cdcb-3136-b026-da26cd99b71f,0,torres,2025-04-29,"Sousa, Bennett",SB
777780,ec5d841c-c7ec-3a2c-bb4d-eade67e579ab,0,torres,2025-05-25,"Allen, Logan",CS
