player,season,sprint_speed_ftps,hp_to_1b_s,competitive_runs,n_tracked_attempts,n_sb,n_cs,sb_success_pct,steal_run_value,primary_lead_ft,secondary_lead_ft,sec_minus_prim_lead_ft,primary_lead_sbx_ft,secondary_lead_sbx_ft,source_note
Vladimir Guerrero Jr.,2025,26.9,4.56,278,8,5,3,62.5,-0.364,12.9,24.32,11.44,13.34,26.48,SB anchors from per-attempt basestealing-running-game (year-correct); sprint from sprint_speed leaderboard; leaderboard CSV year-param is broken
