game_pk,play_id,is_naylor,clip_prefix,date,pitcher_name,result
778297,91317944-ec65-3cca-8dce-f83e4ec08b6b,0,vladdy,2025-04-16,"Strider, Spencer",CS
777651,565559e5-b074-3cf2-a0b0-bf47ff181d6f,0,vladdy,2025-06-04,"Romano, Jordan",SB
777545,7391d322-a1bd-3997-b32f-a85acc7e4df6,0,vladdy,2025-06-11,"Liberatore, Matthew",SB
777462,615a5fa5-f8a4-308e-b1b2-384598d7226e,0,vladdy,2025-06-18,"Rodriguez, Eduardo",CS
777345,08ca2f2e-07dd-36df-9646-423fecc50ee8,0,vladdy,2025-06-27,"Bello, Brayan",SB
777212,04152a7f-4532-3bcd-80c6-832553c08556,0,vladdy,2025-07-07,"Burke, Sean",SB
776491,48792f2e-9133-35d4-bf43-47bffdbf7861,0,vladdy,2025-09-02,"Zulueta, Yosver",SB
776229,6f46c564-be95-3225-9e84-13a6a10e283b,0,vladdy,2025-09-21,"Bowlan, Jonathan",CS
