date,play_id,pitcher_id,pitcher_name,catcher_id,catcher_name,fielder_name,base,result,run_value,lead_at_firstmove_ft,gain_to_release_ft,lead_at_release_ft
2025-09-06,25c804a2-f0a6-3587-a719-9f75c87d286a,683769,"Gaddis, Hunter",666310,"Naylor, Bo","Arias, Gabriel",2B,CS,-0.451,9.6,9.6,19.2
