game_pk,play_id,is_naylor,clip_prefix,date,pitcher_name,result
823627,fc82ce63-4261-3e26-8723-79d8f571c082,0,soto,2026-05-16,"Doval, Camilo",SB
822733,77f18201-ba97-3ad7-a108-a673e579a259,0,soto,2026-05-21,"Beeter, Clayton",SB
