date,pitcher_name,pitcher_id,p_throws,base,result,run_value,lead_at_firstmove_ft,lead_at_release_ft,gain_to_release_ft,delivery_s,release_conf,usable,analysis_method,play_id,avg_velocity_ftps
2026-05-16,"Doval, Camilo",666808,R,3B,SB,0.199,15.5,43.2,27.8,1.466,0.774,True,full,fc82ce63-4261-3e26-8723-79d8f571c082,18.963
2026-05-21,"Beeter, Clayton",690925,R,2B,SB,0.196,16.2,27.6,11.5,1.1437,0.926,True,full,77f18201-ba97-3ad7-a108-a673e579a259,10.055
