clip_id,pitcher_name,pitcher_id,catcher_name,catcher_id,play_id,game_pk,at_bat_number,pitch_number,p_throws,fps,n_frames,analysis_frames,scene_cut_at,n_segments,segment_index,chosen_segment,set_frame,first_move_frame,release_frame,delivery_s,first_move_cue,leg_lift_frame,hand_break_frame,release_method,release_kpt_conf,good_track,in_band,release_pre_cut,usable,confidence,qa_video,pitcher_track_id,status
soto_78b116fc_strider_R.mp4,Spencer Strider,675911,Drake Baldwin,686948,78b116fc-11d5-3d85-bcf9-2bcc869ee595,777387,29,2,R,59.794,944,350,350,4,0,[0:350],71,109.22,178.92,1.1656,leg_lift,109.22,128.0,extension_collapse,0.363,True,True,True,True,1.0,soto_78b116fc_strider_R_annotated.mp4,1569,ok
soto_87d4d83b_alcantara_R.mp4,Sandy Alcantara,645261,Agustín Ramírez,682663,87d4d83b-08dd-326f-a867-cbd523bdc7ba,776173,3,2,R,59.697,698,253,152,4,2,[250:503],255,320.77,372.81,0.8717,leg_lift,320.77,323.0,extension_collapse,0.971,True,True,True,True,1.0,soto_87d4d83b_alcantara_R_annotated.mp4,1849,ok
soto_90c8e4b0_priester_R.mp4,Quinn Priester,682990,Danny Jansen,643376,90c8e4b0-b3e0-3dc5-a740-a9c567edba2a,776799,3,2,R,59.692,684,127,258,5,2,[369:496],376,376.81,446.46,1.1669,leg_lift,376.81,,extension_collapse,0.959,True,True,True,True,1.0,soto_90c8e4b0_priester_R_annotated.mp4,1930,ok
soto_a756565a_barlow_R.mp4,Scott Barlow,605130,Jose Trevino,624431,a756565a-7617-31cf-8728-7f0ccc6abe8e,776439,54,2,R,59.801,1024,726,726,3,0,[0:726],509,515.16,613.5,1.6444,leg_lift,515.16,,extension_collapse,0.926,True,True,True,True,1.0,soto_a756565a_barlow_R_annotated.mp4,1953,ok
soto_aa6cf32c_sanchez_L.mp4,Cristopher Sánchez,650911,J.T. Realmuto,592663,aa6cf32c-3be2-3963-a6a3-a977caf8edd6,776384,3,5,L,59.594,486,400,400,2,0,[0:400],5,111.15,180.5,1.1638,leg_lift,111.15,83.0,extension_collapse,0.898,True,True,True,True,1.0,soto_aa6cf32c_sanchez_L_annotated.mp4,1973,ok
soto_c539b405_allen_L.mp4,Logan Allen,671106,Bo Naylor,666310,c539b405-f712-33b7-aef3-b9466bb8da1d,776863,8,2,L,59.756,702,251,451,2,1,[451:702],470,466.0,525.42,0.9944,leg_lift,466.0,,extension_collapse,0.564,True,True,True,True,1.0,soto_c539b405_allen_L_annotated.mp4,2254,ok
soto_c789508a_peralta_R.mp4,Freddy Peralta,642547,William Contreras,661388,c789508a-fdab-312a-be62-f832f668c1f3,777289,30,3,R,59.655,524,156,145,3,1,[145:301],188,201.99,281.96,1.3405,leg_lift,201.99,,extension_collapse,0.978,True,True,True,True,1.0,soto_c789508a_peralta_R_annotated.mp4,2392,ok
soto_cad333e6_cabrera_R.mp4,Edward Cabrera,665795,Agustín Ramírez,682663,cad333e6-770d-3f33-8ed8-2edd73fcc5a5,776535,31,1,R,59.698,498,316,316,2,0,[0:316],99,111.94,177.5,1.0983,leg_lift,111.94,113.0,extension_collapse,0.957,True,True,True,True,1.0,soto_cad333e6_cabrera_R_annotated.mp4,2254,ok
soto_d648c578_martinez_R.mp4,Nick Martinez,607259,Tyler Stephenson,663886,d648c578-b60a-3b3d-9e1a-cf0403d43740,777092,43,2,R,59.766,850,469,469,3,0,[0:469],137,143.02,235.5,1.5473,leg_lift,143.02,241.0,extension_collapse,0.583,True,True,True,True,1.0,soto_d648c578_martinez_R_annotated.mp4,2392,ok
soto_df06ba28_elder_R.mp4,Bryce Elder,693821,Drake Baldwin,686948,df06ba28-581e-3eb6-b40a-73646bb38fe3,776748,47,4,R,59.771,642,495,57,3,1,[57:552],87,113.97,180.5,1.113,leg_lift,113.97,115.0,extension_collapse,0.953,True,True,True,True,1.0,soto_df06ba28_elder_R_annotated.mp4,2648,ok
soto_f4a5478d_alcantara_R.mp4,Sandy Alcantara,645261,Agustín Ramírez,682663,f4a5478d-a308-374a-8dfc-53021c91c30c,776173,19,3,R,59.772,636,160,160,3,0,[0:160],39,63.85,140.77,1.287,leg_lift,63.85,140.0,extension_collapse,0.967,True,True,True,True,1.0,soto_f4a5478d_alcantara_R_annotated.mp4,2728,ok
soto_f55e4130_horton_R.mp4,Cade Horton,690990,Carson Kelly,608348,f55e4130-f795-300f-9086-135f851a3aa9,776209,5,1,R,59.619,514,182,281,3,1,[281:463],295,296.3,301.5,0.0872,leg_lift,296.3,,extension_collapse,0.97,True,False,True,False,0.75,soto_f55e4130_horton_R_annotated.mp4,2905,ok
soto_f6ea875c_banks_L.mp4,Tanner Banks,621383,J.T. Realmuto,592663,f6ea875c-b135-3e2f-b93f-eeb1c85b92b9,776404,62,3,L,59.69,564,564,-1,1,0,[0:564],5,7.28,11.0,0.0623,motion_onset,,,flat_reach_height,0.0,False,False,True,False,0.15,soto_f6ea875c_banks_L_annotated.mp4,3241,ok
soto_ff5e352f_abbott_L.mp4,Andrew Abbott,671096,Tyler Stephenson,663886,ff5e352f-7ea6-3065-ba9f-9437ab5e8535,776450,5,3,L,59.651,568,240,240,2,0,[0:240],78,102.17,179.5,1.2963,leg_lift,102.17,138.0,extension_collapse,0.947,True,True,True,True,1.0,soto_ff5e352f_abbott_L_annotated.mp4,3245,ok
