play_id,pitcher,pitcher_name,catcher,catcher_name,batter,batter_name,p_throws,ab_number,pitch_number,inning,des,start_speed,pitch_type,call_name,game_pk,at_bat_number,_is_naylor,_clip_prefix,clip_id,is_naylor,mp4_url,downloaded
e7d5a7b5-002f-3b85-b534-2c42fdd5b304,641793,Zack Littell,642136,Matt Thaiss,656811,Ryan O'Hearn,R,12,4,1,Ryan O'Hearn walks.,88.0,SL,Ball,777330,12,0,holliday,holliday_e7d5a7b5_littell_R.mp4,0,https://sporty-clips.mlb.com/ZzY4M2FfWGw0TUFRPT1fVXdZRlVRVURCQWNBQ0ZJQUFBQUhVdzVUQUFNQVVGVUFBQVlCQWxWUlZRWUhBd0pT.mp4,True
309307de-6ead-3a8a-9d65-2b2bbba78189,608331,Max Fried,669224,Austin Wells,657656,Ramón Laureano,L,43,6,5,"Ramón Laureano grounds out, shortstop Anthony Volpe to first baseman Paul Goldschmidt.",95.7,FC,Ball,777438,43,0,holliday,holliday_309307de_fried_L.mp4,0,https://sporty-clips.mlb.com/akQ5NkFfWGw0TUFRPT1fQlFGWVYxUURBbGNBRGdkVEFnQUhVQTRIQUZoUlZWUUFBQWNIVWxGWFVBUmRBUXBm.mp4,True
575182e6-5680-3249-95ca-6d89d6797c7e,687330,Kevin Kelly,643376,Danny Jansen,676059,Jordan Westburg,R,72,2,9,Jordan Westburg strikes out swinging.,90.0,SI,Ball,777477,72,0,holliday,holliday_575182e6_kelly_R.mp4,0,https://sporty-clips.mlb.com/R0I2b25fWGw0TUFRPT1fQXdaVVZWd0dBd1FBRFZRS1ZnQUhBd0pmQUZnQUFBQUFCQUVOQ1ZjREJncFNVd1VE.mp4,True
26647807-7731-3b05-ad05-25dc3d0efe39,689225,Beau Brieske,693307,Dillon Dingler,668939,Adley Rutschman,R,68,3,8,Adley Rutschman walks.,95.8,FF,Ball,777562,68,0,holliday,holliday_26647807_brieske_R.mp4,0,https://sporty-clips.mlb.com/cU82alFfWGw0TUFRPT1fQkFkWFVGTU1WZ1VBRDFVQlZ3QUhVd1pUQUFCUlUxUUFBRkJSVXdCUkFWWURWUUZm.mp4,True
ecd52c4f-6a1a-34b3-95fa-04e3ef72098a,676428,Brant Hurter,693307,Dillon Dingler,683002,Gunnar Henderson,L,25,5,3,Gunnar Henderson singles on a line drive to right fielder Wenceel Pérez. Jackson Holliday scores.,91.7,SI,Ball,777573,25,0,holliday,holliday_ecd52c4f_hurter_L.mp4,0,https://sporty-clips.mlb.com/OHl3eHdfWGw0TUFRPT1fVTFJRlVWWlhVbFFBRGdNREJ3QUhCVlJWQUZnQUJRQUFBbEZRQTFaVEJnRlZDUW9I.mp4,True
13a471d0-5650-3fe0-98ea-5c05e575ea2f,694363,Jared Shuster,700337,Edgar Quero,683002,Gunnar Henderson,L,6,1,1,"Gunnar Henderson grounds out, second baseman Lenyn Sosa to first baseman Miguel Vargas. Jackson Holliday to 3rd.",85.4,SL,Strike,777720,6,0,holliday,holliday_13a471d0_shuster_L.mp4,0,https://sporty-clips.mlb.com/bmJNYXlfWGw0TUFRPT1fQndJQVVGTUZBZ0lBRFZRSFZnQUhWMU5XQUZnTkJnQUFCd1lGQlZZQUJnWUFVUUFB.mp4,True
386a0d1f-36ba-37d1-bd44-e858dbc9a29e,669467,Andre Pallante,671056,Iván Herrera,602104,Ramón Urías,R,27,5,3,Ramón Urías walks.,84.9,SL,Ball,777754,27,0,holliday,holliday_386a0d1f_pallante_R.mp4,0,https://sporty-clips.mlb.com/OTc5S0FfWGw0TUFRPT1fQlFsWEJWUlFWMVFBQzFSUUJ3QUhCbEpYQUFOUlYxVUFWMTBBQ0ZkWFVnb0VBZ3NE.mp4,True
989d4b7a-c05c-3276-b2d6-26adb0bba3d1,690928,Hunter Dobbins,665966,Carlos Narváez,683002,Gunnar Henderson,R,21,7,3,Gunnar Henderson called out on strikes. Jackson Holliday steals (3) 2nd base.,89.1,SL,Strike,777809,21,0,holliday,holliday_989d4b7a_dobbins_R.mp4,0,https://sporty-clips.mlb.com/SzRsdlJfWGw0TUFRPT1fRHdsWUFGQldVVk1BVzFJSEJRQUhBd0ZRQUFNSEIxY0FBRk5VVkZFRlUxRUVBMVpY.mp4,True
bd68803b-a4d0-3991-8e49-9b9969ff67e4,640448,Kyle Finnegan,660688,Keibert Ruiz,656775,Cedric Mullins,R,82,6,9,"Orioles challenged (tag play), call on the field was upheld: Cedric Mullins called out on strikes and Jackson Holliday caught stealing 2nd, catcher Keibert Ruiz to shortstop CJ Abrams to catcher Keibert Ruiz.",95.0,FF,Strike,777907,82,0,holliday,holliday_bd68803b_finnegan_R.mp4,0,https://sporty-clips.mlb.com/NHlNUE5fWGw0TUFRPT1fVkZWWFhGd0VWVkFBV1ZaV1ZnQUhDQTlYQUZsUVYxZ0FDd2NNQ1FVTVYxVlRCMWRT.mp4,True
a427582d-735a-38d0-8acd-93cc490ddc97,680573,Simeon Woods Richardson,680777,Ryan Jeffers,657656,Ramón Laureano,R,10,1,2,"Twins challenged (tag play), call on the field was overturned: Jackson Holliday caught stealing 2nd base, catcher Ryan Jeffers to second baseman Kody Clemens.",94.0,FF,Ball,778011,10,0,holliday,holliday_a427582d_richardson_R.mp4,0,https://sporty-clips.mlb.com/TUE3ellfWGw0TUFRPT1fVndWVFUxRU1WRllBRDFFSEJ3QUhDVkpXQUZsVUFBVUFDMVpXVXdjTUFWY0JVd3RS.mp4,True
854e25e9-6e4e-3f5e-b1a7-db4365288321,669371,Cole Henry,660688,Keibert Ruiz,656775,Cedric Mullins,R,55,6,8,Cedric Mullins called out on strikes. Jackson Holliday steals (2) 2nd base.,95.2,FF,Strike,778193,55,0,holliday,holliday_854e25e9_henry_R.mp4,0,https://sporty-clips.mlb.com/WEQyOERfWGw0TUFRPT1fRGdSVkFWWUJBd3NBRGdjR0F3QUhWd01EQUFNRUFsWUFWZ2NCQXdVQUF3dGRBd0JY.mp4,True
4f418372-7d3b-3a78-9c69-df1b0e0ec681,596001,Jakob Junis,595978,Austin Hedges,602104,Ramón Urías,R,52,5,7,Ramón Urías singles on a ground ball to third baseman Gabriel Arias.,81.8,SL,Strike,778292,52,0,holliday,holliday_4f418372_junis_R.mp4,0,https://sporty-clips.mlb.com/NXlhSzNfWGw0TUFRPT1fQWxkVlZWd0hVUUFBRHdZQkJBQUhVQUZlQUZoV1ZWZ0FWZ01FVWdOUUFWWUdCZ3BY.mp4,True
6ce80996-6c06-3cb0-a296-10963d297879,656794,Sean Newcomb,657136,Connor Wong,676059,Jordan Westburg,L,21,3,2,Jordan Westburg walks.,92.9,SI,Ball,778512,21,0,holliday,holliday_6ce80996_newcomb_L.mp4,0,https://sporty-clips.mlb.com/ek00TDBfWGw0TUFRPT1fQUZJRVhGUU5Yd1FBRGdFQ1VBQUhVbFJXQUFBSFdsY0FBMVVNQmdCUkF3cFNDQVZm.mp4,True
6a4935ba-0708-3129-881c-d50b582acbce,605135,Chris Bassitt,623168,Tyler Heineman,622761,Jorge Mateo,R,15,4,2,Jorge Mateo called out on strikes.,92.0,SI,Ball,778525,15,0,holliday,holliday_6a4935ba_bassitt_R.mp4,0,https://sporty-clips.mlb.com/ZFhCemJfWGw0TUFRPT1fQUZCVlhWY0JCRk1BQ0ZVQ1hnQUhBQVJmQUZrTlVnSUFWbEFGVWdZTkExSUdVbEVE.mp4,True
