season,rank,runner_id,player_name,sprint_speed,jump_time,primary_lead,lead_gain,avg_pre_release_velocity,avg_post_release_distance,avg_pop_faced,SB,CS,real_sb_pct,sb_residual,lead_gain
2015,1,605141,Mookie Betts,28.7,1.74,12.429531646,5.642240506,4.3401850046153845,53.446574999999996,1.95,21,6,0.777777112703034,0.004337534681742916,5.642240506
2015,2,608070,José Ramírez,28.0,1.73,12.295364583,5.031840278,3.8706463676923075,52.416,1.95,10,4,0.7309930319208994,-0.03039663556830352,5.031840278
2015,3,547180,Bryce Harper,27.7,1.8,11.668186722,4.916755187,3.7821193746153843,49.963874999999994,1.95,6,4,0.6592578404331392,-0.09879280851783456,4.916755187
2015,4,592663,J.T. Realmuto,28.8,1.75,12.115241176,4.642758824,3.5713529415384615,53.352,1.95,8,4,0.6993451533233581,-0.07630256817694159,4.642758824
2015,5,593428,Xander Bogaerts,28.3,1.78,12.125084821,4.347678571,3.3443681315384617,51.597975,1.95,10,2,0.8169922121468876,0.05116838881985508,4.347678571
2015,6,543760,Marcus Semien,28.9,1.72,12.177804233,3.618862434,2.7837403338461537,54.382574999999996,1.95,11,5,0.7089936955474804,-0.06898385135400631,3.618862434
2015,7,621043,Carlos Correa,28.3,1.77,10.345008299,3.599082988,2.7685253753846153,51.8739,1.95,14,4,0.777776852456395,0.01195302912936258,3.599082988
2015,8,596019,Francisco Lindor,28.4,1.7349999999999999,12.0631875,3.421482143,2.6319093407692304,53.026349999999994,1.95,12,2,0.8362561898156362,0.06871095069830568,3.421482143
2015,9,606466,Ketel Marte,28.1,1.7349999999999999,9.871389474,3.392936842,2.609951416923077,52.466212500000005,1.95,8,4,0.6993451533233581,-0.06340088418961054,3.392936842
2015,10,592518,Manny Machado,27.4,1.78,11.762858491,3.305216981,2.5424746007692307,49.95704999999999,1.95,20,8,0.7239050789847602,-0.031901688727582145,3.305216981
2015,11,543807,George Springer,28.8,1.71,11.20488601,3.301772021,2.5398246315384614,54.475199999999994,1.95,16,4,0.7955547042598835,0.019906982759583802,3.301772021
2015,12,592626,Joc Pederson,27.2,1.76,10.410209945,3.28240884,2.524929876923077,50.1228,1.95,4,7,0.493054225406068,-0.2618650310914087,3.28240884
2015,13,457705,Andrew McCutchen,28.5,1.74,11.4990125,2.9451625,2.265509615384615,53.074124999999995,1.95,11,5,0.7089936955474804,-0.060394641282325634,2.9451625
2015,14,502671,Paul Goldschmidt,27.4,1.76,10.218108108,2.830603604,2.177387387692308,50.49134999999999,1.95,21,5,0.802866696983777,0.04705992927143465,2.830603604
2015,15,592885,Christian Yelich,28.8,1.69,12.506061728,2.67582716,2.0583285846153845,55.03679999999999,1.95,16,5,0.7649564464037341,-0.010691275096565644,2.67582716
2016,1,605141,Mookie Betts,27.9,1.74,12.429531646,5.642240506,4.3401850046153845,51.95677499999999,1.95,26,4,0.8539676458999168,0.09381266651230136,5.642240506
2016,2,608070,José Ramírez,27.9,1.745,12.295364583,5.031840278,3.8706463676923075,51.82076249999999,1.95,22,7,0.761437282544032,0.001282303156416531,5.031840278
2016,3,547180,Bryce Harper,27.3,1.78,11.668186722,4.916755187,3.7821193746153843,49.774725,1.95,21,10,0.691357433513808,-0.0639447376300124,4.916755187
2016,4,595879,Javier Báez,28.8,1.75,10.957180952,4.696933333,3.6130256407692305,53.352,1.95,12,3,0.7944433803248544,0.018795658824554695,4.696933333
2016,5,592663,J.T. Realmuto,28.8,1.76,12.115241176,4.642758824,3.5713529415384615,53.07119999999999,1.95,12,4,0.756612743166528,-0.019034978333771657,4.642758824
2016,6,593428,Xander Bogaerts,28.3,1.77,12.125084821,4.347678571,3.3443681315384617,51.8739,1.95,13,4,0.7676758002953221,0.001851976968289648,4.347678571
2016,7,596115,Trevor Story,29.6,1.73,12.970051546,4.217072165,3.2439016653846156,55.411199999999994,1.95,8,5,0.6604926448053938,-0.13720077372537243,4.217072165
2016,8,553993,Eugenio Suárez,27.4,1.8,10.978256944,3.666729167,2.8205608976923076,49.422749999999986,1.95,11,5,0.7089936955474804,-0.04681307216486197,3.666729167
2016,9,543760,Marcus Semien,28.4,1.76,12.177804233,3.618862434,2.7837403338461537,52.33409999999999,1.95,10,2,0.8169922121468876,0.04944697302955703,3.618862434
2016,10,621043,Carlos Correa,28.0,1.78,10.345008299,3.599082988,2.7685253753846153,51.051,1.95,13,3,0.8042317907855756,0.042842123296372714,3.599082988
2016,11,607208,Trea Turner,30.0,1.73,11.411938596,3.574809942,2.7498538015384613,56.16,1.95,33,6,0.8383833546931156,0.02674672151485291,3.574809942
2016,12,596019,Francisco Lindor,27.1,1.76,12.0631875,3.421482143,2.6319093407692304,49.938525,1.95,19,5,0.7892712967757616,0.034613273002451095,3.421482143
2016,13,606466,Ketel Marte,28.4,1.76,9.871389474,3.392936842,2.609951416923077,52.33409999999999,1.95,11,5,0.7089936955474804,-0.05855154356985015,3.392936842
2016,14,543807,George Springer,28.4,1.73,11.20488601,3.301772021,2.5398246315384614,53.16479999999999,1.95,9,10,0.537036150270712,-0.23050908884661847,3.301772021
2016,15,457705,Andrew McCutchen,29.1,1.74,11.4990125,2.9451625,2.265509615384615,54.191475000000004,1.95,6,7,0.5493815336942827,-0.23362070977611027,2.9451625
2017,1,605141,Mookie Betts,27.9,1.75,12.429531646,5.642240506,4.3401850046153845,51.684749999999994,1.95,26,3,0.8790843413675614,0.11892936197994597,5.642240506
2017,2,624428,Adam Frazier,27.5,1.76,12.576537879,5.210234848,4.007872959999999,50.675625,1.95,9,5,0.678361452973531,-0.07807159322951074,5.210234848
2017,3,608070,José Ramírez,27.9,1.74,12.295364583,5.031840278,3.8706463676923075,51.95677499999999,1.95,17,5,0.7736617632035958,0.013506783815980361,5.031840278
2017,4,595879,Javier Báez,28.5,1.77,10.957180952,4.696933333,3.6130256407692305,52.24049999999999,1.95,10,3,0.7716037559165049,0.0022154190866988666,4.696933333
2017,5,592663,J.T. Realmuto,28.6,1.76,12.115241176,4.642758824,3.5713529415384615,52.70265,1.95,8,2,0.7925911737664726,0.021238057302011892,4.642758824
2017,6,664023,Ian Happ,28.8,1.755,10.538212454,4.404992674,3.388455903076923,53.2116,1.95,8,4,0.6993451533233581,-0.07630256817694159,4.404992674
2017,7,593428,Xander Bogaerts,28.3,1.78,12.125084821,4.347678571,3.3443681315384617,51.597975,1.95,15,1,0.8994698860236708,0.13364606269663837,4.347678571
2017,8,518692,Freddie Freeman,26.6,1.81,12.235060811,4.331902027,3.3322323284615383,47.7204,1.95,8,5,0.6604926448053938,-0.09468444417974875,4.331902027
2017,9,593871,Jorge Polanco,28.4,1.78,12.317263158,3.988017544,3.067705803076923,51.78029999999999,1.95,13,5,0.7342985915868299,-0.03324664753050066,3.988017544
2017,10,592450,Aaron Judge,28.0,1.79,10.921927928,3.824536036,2.9419507969230767,50.778,1.95,9,4,0.7160482003609494,-0.04534146712825349,3.824536036
2017,11,543760,Marcus Semien,28.4,1.74,12.177804233,3.618862434,2.7837403338461537,52.887899999999995,1.95,12,1,0.882714867027616,0.11516962791028551,3.618862434
2017,12,607208,Trea Turner,30.3,1.71,11.411938596,3.574809942,2.7498538015384613,57.31245,1.95,46,8,0.8455740272287642,0.022202322882012737,3.574809942
2017,13,608324,Alex Bregman,27.6,1.77,10.537613333,3.432273333,2.640210256153846,50.590799999999994,1.95,17,5,0.7736617632035958,0.016480756587677226,3.432273333
2017,14,596019,Francisco Lindor,28.0,1.745,12.0631875,3.421482143,2.6319093407692304,52.006499999999996,1.95,15,3,0.8212551133259602,0.05986544583675735,3.421482143
2017,15,642708,Amed Rosario,30.1,1.73,11.78327451,3.357009804,2.582315233846154,56.3472,1.95,7,3,0.7259245070998059,-0.0895021345457756,3.357009804
2018,1,605141,Mookie Betts,28.1,1.75,12.429531646,5.642240506,4.3401850046153845,53.12305,1.99,30,6,0.826557746499929,0.06381170898696031,5.642240506
2018,2,608070,José Ramírez,27.4,1.75,12.295364583,5.031840278,3.8706463676923075,53.1012,2.04,34,6,0.8419748356999353,0.08616806798759291,5.031840278
2018,3,547180,Bryce Harper,27.5,1.78,11.668186722,4.916755187,3.7821193746153843,52.4535,2.04,13,3,0.8042317907855756,0.04779874458253386,4.916755187
2018,4,595879,Javier Báez,28.8,1.76,10.957180952,4.696933333,3.6130256407692305,54.568079999999995,2.005,21,9,0.7111105030427739,-0.0645372184575258,4.696933333
2018,5,643396,Isiah Kiner-Falefa,28.0,1.77,12.344880734,4.535688073,3.4889908253846156,52.508399999999995,1.9949999999999999,7,5,0.6405216239115934,-0.1208680435776095,4.535688073
2018,6,664023,Ian Happ,27.6,1.79,10.538212454,4.404992674,3.388455903076923,50.0526,1.95,8,4,0.6993451533233581,-0.05783585329256047,4.404992674
2018,7,593428,Xander Bogaerts,27.8,1.79,12.125084821,4.347678571,3.3443681315384617,50.415299999999995,1.95,8,2,0.7925911737664726,0.03354920055826627,4.347678571
2018,8,518692,Freddie Freeman,26.7,1.8,12.235060811,4.331902027,3.3322323284615383,50.38289999999999,2.04,10,3,0.7716037559165049,0.01677384381808411,4.331902027
2018,9,641343,Jake Bauers,27.8,1.78,11.678393258,4.22547191,3.250363007692308,50.42642,1.94,6,6,0.5816980944998287,-0.17734387870837764,4.22547191
2018,10,606192,Teoscar Hernández,28.6,1.79,12.779433198,4.224502024,3.249616941538462,52.265069999999994,1.9649999999999999,5,5,0.5925911737664725,-0.17876194269798817,4.224502024
2018,11,596115,Trevor Story,29.6,1.71,12.970051546,4.217072165,3.2439016653846156,58.8596,2.05,27,6,0.8128649370130813,0.015171518482315016,4.217072165
2018,12,660162,Yoán Moncada,28.8,1.73,12.317113333,4.00746,3.0826615384615383,55.38816,2.0033333333333334,12,6,0.6908203307172647,-0.08482739078303503,4.00746
2018,13,593871,Jorge Polanco,28.4,1.7850000000000001,12.317263158,3.988017544,3.067705803076923,52.568754999999996,1.9849999999999999,7,7,0.5730982950787942,-0.19444694403853635,3.988017544
2018,14,642715,Willy Adames,28.4,1.76,12.117182741,3.938725888,3.0297891446153846,52.33409999999999,1.95,6,5,0.618054225406068,-0.1494910137112625,3.938725888
2018,15,660670,Ronald Acuña Jr.,29.6,1.68,12.019437956,3.908908759,3.0068528915384616,58.16622,1.995,16,5,0.7649564464037341,-0.03273697212703219,3.908908759
2019,1,605141,Mookie Betts,27.9,1.75,12.429531646,5.642240506,4.3401850046153845,53.186699999999995,2.0066666666666664,16,3,0.8287028169373786,0.06854783754976312,5.642240506
2019,2,624428,Adam Frazier,27.2,1.77,12.576537879,5.210234848,4.007872959999999,49.8576,1.95,5,5,0.5925911737664725,-0.1623280827310042,5.210234848
2019,3,608070,José Ramírez,27.9,1.755,12.295364583,5.031840278,3.8706463676923075,53.134852499999994,2.01,24,4,0.8451172001968814,0.08496222080926596,5.031840278
2019,4,547180,Bryce Harper,28.3,1.76,11.668186722,4.916755187,3.7821193746153843,53.0858475,1.9849999999999999,15,3,0.8212551133259602,0.05543128999892777,4.916755187
2019,5,595879,Javier Báez,28.6,1.75,10.957180952,4.696933333,3.6130256407692305,52.981500000000004,1.95,11,7,0.6473420698476995,-0.12401104661676121,4.696933333
2019,6,592663,J.T. Realmuto,28.7,1.76,12.115241176,4.642758824,3.5713529415384615,52.88692499999999,1.95,9,1,0.8592578404331392,0.0858182624118482,4.642758824
2019,7,665487,Fernando Tatis Jr.,29.3,1.75,11.307440154,4.53011583,3.4847044846153845,55.67,2.0,16,6,0.7366247261665587,-0.051888941561450186,4.53011583
2019,8,500743,Miguel Rojas,26.3,1.84,12.167167785,4.370013423,3.3615487869230765,45.698879999999996,1.92,9,5,0.678361452973531,-0.07858725820484336,4.370013423
2019,9,542303,Marcell Ozuna,27.4,1.86,10.24402027,4.274513514,3.288087318461538,48.06507999999999,1.96,12,2,0.8362561898156362,0.08044942210329387,4.274513514
2019,10,596115,Trevor Story,29.2,1.7,12.970051546,4.217072165,3.2439016653846156,56.0859,1.97,23,8,0.7469129890693635,-0.03878412556874866,4.217072165
