player,season,sprint_speed_ftps,hp_to_1b_s,competitive_runs,n_sb,n_cs,sb_success_pct,steal_run_value,attempt_rate_sbx,n_init,primary_lead_ft,secondary_lead_ft,sec_minus_prim_lead_ft,primary_lead_sbx_ft,secondary_lead_sbx_ft
Josh Naylor,2026,24.5,4.73,67,9,1,90.0,1.188,0.02824858757062147,354,9.81,13.68,3.87,10.41,28.15
