play_id,pitcher,pitcher_name,catcher,catcher_name,batter,batter_name,p_throws,ab_number,pitch_number,inning,des,start_speed,pitch_type,call_name,game_pk,at_bat_number,_is_naylor,_clip_prefix,clip_id,is_naylor,mp4_url,downloaded
718944e7-b87d-316c-979a-f178dc79b9cd,543294,Kyle Hendricks,518595,Travis d'Arnaud,668227,Randy Arozarena,R,28,2,5,"Randy Arozarena grounds out, shortstop Zach Neto to first baseman Nolan Schanuel.",77.1,CH,Ball,776977,28,1,naylor,NAYLOR_718944e7_hendricks_R.mp4,1,https://sporty-clips.mlb.com/R0I2WG9fV0ZRVkV3dEdEUT09X0FRQlpYVkFBQXdVQVdsb0ZBZ0FIQUFBRkFGZ0NXZ0FBVkZRQ0NGZFdCZ29IQ1ZFQw==.mp4,True
8f12e2af-0a21-3542-8ce5-1bf7860cf0a3,543294,Kyle Hendricks,518595,Travis d'Arnaud,810938,Ben Williamson,R,31,3,5,Ben Williamson flies out sharply to center fielder Jo Adell.,86.3,FF,Ball,776977,31,1,naylor,NAYLOR_8f12e2af_hendricks_R.mp4,1,https://sporty-clips.mlb.com/R0I2WG9fV0ZRVkV3dEdEUT09X0RsZFFWZ0VHQjFRQUNBTUFWd0FIQkFKVUFGbFdCbFFBQXdkVEJ3c0RBVkFEQUZOVg==.mp4,True
a3d9bd20-d844-3d66-bd26-f54f5cd60bb8,542881,Tyler Anderson,681351,Logan O'Hoppe,593871,Jorge Polanco,L,28,2,4,Jorge Polanco flies out to right fielder LaMonte Wade Jr.,89.2,FF,Ball,776995,28,1,naylor,NAYLOR_a3d9bd20_anderson_L.mp4,1,https://sporty-clips.mlb.com/NHlNVnFfWGw0TUFRPT1fVndJRlhRWlFWQUlBWEZvR1VnQUhWUUJRQUFOUlVWY0FWRkFCVmdaV1ZRVlZVbEJl.mp4,True
7ec7fe77-542b-3f71-ac8b-c843ce42ef00,674384,Eduarniel Núñez,553869,Elias Díaz,553993,Eugenio Suárez,R,78,4,9,Eugenio Suárez strikes out swinging. Josh Naylor steals (11) 2nd base.,87.8,SL,Strike,777203,78,1,naylor,NAYLOR_7ec7fe77_nunez_R.mp4,1,https://sporty-clips.mlb.com/QndvNW5fWGw0TUFRPT1fQVZRQ1V3SlJVUVVBRFZZQUJBQUhWd0ZYQUFCV1d3TUFVVjBCQTFCUUJRRUFWZ0pX.mp4,True
04855f81-6b86-3b37-a53a-c5df4362065d,592332,Kevin Gausman,672386,Alejandro Kirk,553993,Eugenio Suárez,R,37,3,5,Eugenio Suárez singles on a line drive to center fielder Jonatan Clase. Josh Naylor to 3rd.,84.7,FS,Ball,777448,37,1,naylor,NAYLOR_04855f81_gausman_R.mp4,1,https://sporty-clips.mlb.com/NXkyak1fWGw0TUFRPT1fQmdWWlVWRlNYZ01BRGdBS1VBQUhVd1ZSQUFBQVVBQUFVVkJSVmdjR0J3RlZCZ2ND.mp4,True
1427709a-73d7-39c9-b8bc-2872c722c400,687223,Carson Palmquist,607732,Jacob Stallings,545341,Randal Grichuk,L,13,1,2,Randal Grichuk pops out to first baseman Michael Toglia.,94.0,FF,Ball,777897,13,1,naylor,NAYLOR_1427709a_palmquist_L.mp4,1,,False
2d002b65-a121-3e62-9ed9-c6905dde61f1,592662,Robbie Ray,672275,Patrick Bailey,666971,Lourdes Gurriel Jr.,L,7,3,1,Lourdes Gurriel Jr. singles on a ground ball to third baseman Matt Chapman. Josh Naylor to 3rd.,86.1,CH,Ball,777930,7,1,naylor,NAYLOR_2d002b65_ray_L.mp4,1,https://sporty-clips.mlb.com/ZzY4OTRfWGw0TUFRPT1fQkZWUlZGWldVQWNBV1ZNQVZ3QUhWQUJVQUZoUUIxZ0FVVk1NQUFaUlZWWlRBVlJY.mp4,True
03ee0445-f24d-3b43-be42-8a626892a14b,689147,Orion Kerkering,592663,J.T. Realmuto,666971,Lourdes Gurriel Jr.,R,43,3,5,Lourdes Gurriel Jr. walks.,95.5,FF,Ball,778059,43,1,naylor,NAYLOR_03ee0445_kerkering_R.mp4,1,https://sporty-clips.mlb.com/V0FkUmxfWGw0TUFRPT1fQmdJRUFWUUFVZ2NBWGxBR0FnQUhVd0pWQUFOUVYxTUFDZ1FEQWdVTkNBRUVBUVlF.mp4,True
af7bfe85-8b5a-3bf3-a1f6-6e160610b7a7,641793,Zack Littell,666163,Ben Rortvedt,672515,Gabriel Moreno,R,46,1,6,"Gabriel Moreno grounds out sharply, shortstop Taylor Walls to first baseman Jonathan Aranda.",86.9,SL,Strike,778212,46,1,naylor,NAYLOR_af7bfe85_littell_R.mp4,1,https://sporty-clips.mlb.com/ek1MeW9fWGw0TUFRPT1fVjFkV0JnSlJYZ2NBQUFBSEJ3QUhVMUJWQUFBRUJWY0FCQUFFQmdNREFBTUhCMU5S.mp4,True
09e58c6b-2f97-3f00-b9ce-5836e3517328,605347,Jorge López,660688,Keibert Ruiz,553993,Eugenio Suárez,R,68,3,8,Eugenio Suárez strikes out swinging.,94.5,SI,Strike,778429,68,1,naylor,NAYLOR_09e58c6b_lopez_R.mp4,1,https://sporty-clips.mlb.com/OHlSenZfWGw0TUFRPT1fQmdnRVVWeFhVRkFBQ2dRTFVRQUhWd1pXQUFNTUFBUUFCMTBHQmxZR0JBSlNBd0Jl.mp4,True
4dde2b60-52ad-3ba5-8c87-0c4a19d8fb80,493603,Adam Ottavino,641555,J.C. Escarra,666971,Lourdes Gurriel Jr.,R,50,3,6,Lourdes Gurriel Jr. flies out to second baseman Jazz Chisholm Jr.,91.4,SI,Strike,778466,50,1,naylor,NAYLOR_4dde2b60_ottavino_R.mp4,1,https://sporty-clips.mlb.com/N3k2WUdfWGw0TUFRPT1fQWxVRkFWWldVQUlBRFZCVEFnQUhVMWRUQUZsV1cxWUFBZ1lCVVFJTVZRc0RVZ3BX.mp4,True
649a7314-376a-3589-8d5b-fd21989c18a1,669212,Eli Morgan,665804,Miguel Amaya,669194,Ryne Nelson,R,77,3,8,"Ryne Nelson singles on a ground ball to center fielder Pete Crow-Armstrong. Josh Naylor scores. Eugenio Suárez out at home on the throw, center fielder Pete Crow-Armstrong to catcher Miguel Amaya. Ryne Nelson to 2nd.",85.4,SL,Ball,778515,77,1,naylor,NAYLOR_649a7314_morgan_R.mp4,1,https://sporty-clips.mlb.com/V0F3ZFpfWGw0TUFRPT1fQUFWWUJWTUhWd1lBQzFVRUJ3QUhCQTVmQUZsUlZnTUFWQUVIQVFvTkNGQlVDRk5Y.mp4,True
