game_pk,play_id,is_naylor,clip_prefix,date,pitcher_name,result
778302,72f47769-5390-39bb-b8c6-8bcf285fee72,0,freeman,2025-04-15,"Bird, Jake",CS
777954,6cde1b53-6180-4aa2-81ca-7c77f5cef960,0,freeman,2025-05-11,"Castillo, José",BK
777221,32478843-afcb-381c-89ac-ebdcd461388e,0,freeman,2025-07-05,"Valdez, Framber",SB
777022,8a0b1cbb-445d-3b8f-9108-06d49bedf34f,0,freeman,2025-07-23,"Coulombe, Danny",SB
776763,a2020197-aa89-3cc4-8ec0-9d18a7d27977,0,freeman,2025-08-12,"García, Luis",SB
776693,f45ca13b-17fa-3f71-8240-77c954925b96,0,freeman,2025-08-18,"Hill, Jaden",SB
