date,pitcher_name,result,avg_velocity_ftps,lead_at_release_ft,delivery_s,analysis_method,runner_sprint_speed_ftps,runner_secondary_lead_sbx_ft
2025-09-06,"Gaddis, Hunter",CS,5.897,19.2,1.628,full,26.1,
