play_id,pitcher,pitcher_name,catcher,catcher_name,batter,batter_name,p_throws,ab_number,pitch_number,inning,des,start_speed,pitch_type,call_name,game_pk,at_bat_number,_is_naylor,_clip_prefix,clip_id,is_naylor,mp4_url,downloaded
25c804a2-f0a6-3587-a719-9f75c87d286a,683769,Hunter Gaddis,666310,Bo Naylor,664040,Brandon Lowe,R,63,5,8,"Yandy Díaz caught stealing 2nd base, catcher Bo Naylor to shortstop Gabriel Arias.",80.4,CH,Ball,776438,63,0,yandy,yandy_25c804a2_gaddis_R.mp4,0,https://sporty-clips.mlb.com/akQ5QVdfWGw0TUFRPT1fQkFRQ1hGUUFCd0FBWGxKVFVBQUhCQTVSQUFBQ1VsZ0FDd01DQlZBTkJsZFhDQVFI.mp4,True
