date,play_id,pitcher_id,pitcher_name,catcher_id,catcher_name,fielder_name,base,result,run_value,lead_at_firstmove_ft,gain_to_release_ft,lead_at_release_ft
2026-05-16,fc82ce63-4261-3e26-8723-79d8f571c082,666808,"Doval, Camilo",669224,"Wells, Austin","Rosario, Amed",3B,SB,0.199,15.5,27.8,43.2
2026-05-21,77f18201-ba97-3ad7-a108-a673e579a259,690925,"Beeter, Clayton",660688,"Ruiz, Keibert","Nuñez, Nasim",2B,SB,0.196,16.2,11.5,27.6
