runner_id,season,sprint_speed_all
596847,2023,24.9
571448,2023,24.9
518626,2023,24.9
671213,2023,24.9
596142,2023,24.9
572228,2023,24.9
621512,2023,24.8
670223,2023,24.8
642851,2023,24.7
443558,2023,24.7
519203,2023,24.7
642136,2023,24.7
663609,2023,24.7
542208,2023,24.6
645801,2023,24.5
595978,2023,24.5
519317,2023,24.4
527038,2023,24.4
624431,2023,24.4
553882,2023,24.4
521692,2023,24.3
595453,2023,24.3
669742,2023,24.0
592200,2023,23.8
672386,2023,23.7
596129,2023,23.6
607732,2023,23.6
608385,2023,23.5
642133,2023,23.5
571466,2023,23.2
455117,2023,23.2
408234,2023,23.1
542583,2023,23.0
518735,2023,22.8
506702,2023,22.7
677951,2024,30.5
679032,2024,30.1
682829,2024,30.0
682729,2024,30.0
666149,2024,30.0
691718,2024,30.0
687363,2024,30.0
622761,2024,29.9
642350,2024,29.9
641658,2024,29.8
665161,2024,29.8
676356,2024,29.8
694671,2024,29.8
664983,2024,29.8
677941,2024,29.7
694497,2024,29.7
696285,2024,29.7
694192,2024,29.7
621439,2024,29.7
680118,2024,29.6
663368,2024,29.6
607208,2024,29.6
677594,2024,29.6
680776,2024,29.6
642201,2024,29.6
682998,2024,29.6
656537,2024,29.5
669003,2024,29.5
682668,2024,29.5
683083,2024,29.5
665923,2024,29.4
702616,2024,29.4
666152,2024,29.4
668930,2024,29.3
686217,2024,29.3
694362,2024,29.3
681393,2024,29.3
686668,2024,29.3
686611,2024,29.3
657041,2024,29.3
678009,2024,29.3
687529,2024,29.2
677956,2024,29.2
693304,2024,29.2
624641,2024,29.2
681460,2024,29.1
686554,2024,29.1
656413,2024,29.1
681082,2024,29.1
542932,2024,29.0
642708,2024,29.0
676059,2024,29.0
640492,2024,29.0
678225,2024,29.0
593160,2024,29.0
670042,2024,28.9
621438,2024,28.9
663853,2024,28.9
545361,2024,28.9
694377,2024,28.9
665877,2024,28.9
677347,2024,28.9
676694,2024,28.9
672642,2024,28.9
665926,2024,28.9
683002,2024,28.9
657088,2024,28.8
665833,2024,28.8
673357,2024,28.8
656541,2024,28.8
694388,2024,28.8
677649,2024,28.8
666181,2024,28.8
663837,2024,28.8
681546,2024,28.8
678882,2024,28.8
691026,2024,28.8
666176,2024,28.8
682622,2024,28.8
595281,2024,28.7
682868,2024,28.7
680869,2024,28.7
642180,2024,28.7
672640,2024,28.7
691594,2024,28.7
695578,2024,28.7
687401,2024,28.7
664314,2024,28.7
676801,2024,28.7
656305,2024,28.7
669200,2024,28.7
677942,2024,28.6
678246,2024,28.6
687597,2024,28.6
666160,2024,28.6
683011,2024,28.6
578428,2024,28.6
606192,2024,28.6
663897,2024,28.6
686894,2024,28.6
666915,2024,28.6
669208,2024,28.5
668723,2024,28.5
665862,2024,28.6
682928,2024,28.5
543760,2024,28.5
701538,2024,28.5
677008,2024,28.5
667472,2024,28.5
624415,2024,28.5
665750,2024,28.5
572191,2024,28.5
669707,2024,28.5
667452,2024,28.5
665506,2024,28.5
662139,2024,28.5
592885,2024,28.5
608671,2024,28.5
666139,2024,28.4
656716,2024,28.4
808982,2024,28.4
657136,2024,28.4
592663,2024,28.4
663538,2024,28.4
676391,2024,28.4
607680,2024,28.4
691023,2024,28.4
669364,2024,28.4
663662,2024,28.4
665487,2024,28.4
641355,2024,28.4
701305,2024,28.3
672569,2024,28.3
669261,2024,28.3
672279,2024,28.3
641584,2024,28.3
660844,2024,28.3
673490,2024,28.3
673548,2024,28.3
686452,2024,28.3
682177,2024,28.3
671739,2024,28.3
656775,2024,28.3
668885,2024,28.3
681624,2024,28.3
676609,2024,28.3
681297,2024,28.2
608070,2024,28.2
669016,2024,28.2
664056,2024,28.2
671289,2024,28.2
596103,2024,28.2
672761,2024,28.2
669065,2024,28.2
687263,2024,28.2
686823,2024,28.2
668715,2024,28.2
700242,2024,28.1
666134,2024,28.1
676070,2024,28.1
669369,2024,28.1
642215,2024,28.1
543807,2024,28.1
594807,2024,28.1
668731,2024,28.1
677588,2024,28.1
678662,2024,28.1
681351,2024,28.1
668227,2024,28.1
621035,2024,28.1
596115,2024,28.1
668845,2024,28.1
623912,2024,28.0
621545,2024,28.0
660271,2024,28.1
678877,2024,28.1
642731,2024,28.0
541645,2024,28.0
669743,2024,28.0
607043,2024,28.0
670156,2024,28.0
664238,2024,28.0
663697,2024,28.0
669477,2024,28.0
696100,2024,28.0
677870,2024,28.0
680718,2024,28.0
596117,2024,28.0
668804,2024,28.0
675961,2024,28.0
657061,2024,28.0
641943,2024,28.0
664023,2024,27.9
650489,2024,27.9
647351,2024,27.9
663586,2024,27.9
672580,2024,27.9
669242,2024,27.9
672284,2024,27.9
669394,2024,27.9
663550,2024,27.9
664728,2024,27.9
671218,2024,27.9
606992,2024,27.9
695336,2024,27.9
680700,2024,27.9
669004,2024,27.8
680474,2024,27.8
691176,2024,27.8
657656,2024,27.8
656811,2024,27.8
621020,2024,27.8
682641,2024,27.8
592192,2024,27.8
645302,2024,27.8
621550,2024,27.8
677950,2024,27.8
670764,2024,27.8
669699,2024,27.8
676113,2024,27.8
689172,2024,27.8
669127,2024,27.8
643396,2024,27.8
658668,2024,27.8
690993,2024,27.7
665019,2024,27.7
680779,2024,27.7
669137,2024,27.7
679845,2024,27.7
660670,2024,27.7
543257,2024,27.7
595909,2024,27.7
605113,2024,27.7
681481,2024,27.7
630105,2024,27.7
666158,2024,27.7
686765,2024,27.7
682985,2024,27.7
624503,2024,27.7
669397,2024,27.6
691723,2024,27.6
596019,2024,27.6
628451,2024,27.6
669701,2024,27.6
671732,2024,27.6
682657,2024,27.6
605346,2024,27.6
663624,2024,27.6
666703,2024,27.6
668709,2024,27.6
649557,2024,27.6
655316,2024,27.6
663330,2024,27.6
686676,2024,27.6
621563,2024,27.6
682073,2024,27.6
667670,2024,27.6
595879,2024,27.5
677800,2024,27.5
641933,2024,27.5
670242,2024,27.5
665052,2024,27.5
593871,2024,27.5
687231,2024,27.5
545341,2024,27.5
693307,2024,27.5
676369,2024,27.5
660644,2024,27.5
663611,2024,27.5
682617,2024,27.5
542194,2024,27.5
621028,2024,27.5
607054,2024,27.5
622534,2024,27.5
702358,2024,27.5
650559,2024,27.5
668952,2024,27.5
670276,2024,27.5
700250,2024,27.5
592206,2024,27.4
665828,2024,27.4
687093,2024,27.4
593428,2024,27.4
547180,2024,27.4
694376,2024,27.4
669911,2024,27.4
605361,2024,27.4
687952,2024,27.4
600869,2024,27.4
642715,2024,27.4
672356,2024,27.4
669257,2024,27.4
453568,2024,27.4
664913,2024,27.4
666185,2024,27.3
666624,2024,27.3
669222,2024,27.3
666182,2024,27.3
622569,2024,27.3
673962,2024,27.3
672820,2024,27.3
683737,2024,27.3
643289,2024,27.3
608701,2024,27.3
592696,2024,27.3
669289,2024,27.3
680716,2024,27.3
502054,2024,27.2
671056,2024,27.3
679529,2024,27.2
695391,2024,27.2
673995,2024,27.2
645277,2024,27.2
641343,2024,27.2
676914,2024,27.2
660821,2024,27.2
665489,2024,27.2
664040,2024,27.2
643565,2024,27.2
573262,2024,27.2
671277,2024,27.2
805779,2024,27.2
672515,2024,27.2
514888,2024,27.1
673237,2024,27.1
606466,2024,27.1
621311,2024,27.1
641313,2024,27.1
516782,2024,27.1
575929,2024,27.1
676632,2024,27.1
680757,2024,27.1
665782,2024,27.1
676572,2024,27.1
670032,2024,27.1
668670,2024,27.1
656248,2024,27.1
669720,2024,27.1
686527,2024,27.1
571771,2024,27.0
663698,2024,27.0
676116,2024,27.0
680977,2024,27.0
668942,2024,27.0
543305,2024,27.0
691016,2024,27.0
672695,2024,27.0
621466,2024,27.0
663457,2024,27.0
664770,2024,27.0
592348,2024,26.9
678554,2024,26.9
623520,2024,26.9
674441,2024,26.9
666464,2024,26.9
681146,2024,26.9
571970,2024,26.9
683146,2024,26.9
444482,2024,26.9
691011,2024,26.9
650859,2024,26.9
592325,2024,26.9
656582,2024,26.9
624585,2024,26.9
602104,2024,26.9
663757,2024,26.9
666969,2024,26.8
592450,2024,26.8
518792,2024,26.8
665742,2024,26.8
671286,2024,26.8
666135,2024,26.8
543685,2024,26.8
660162,2024,26.8
677587,2024,26.8
596146,2024,26.8
670097,2024,26.8
457705,2024,26.8
621043,2024,26.8
642197,2024,26.8
656577,2024,26.8
657557,2024,26.8
641487,2024,26.8
621493,2024,26.8
686681,2024,26.8
643265,2024,26.8
656896,2024,26.7
592669,2024,26.7
545121,2024,26.7
672012,2024,26.7
608324,2024,26.7
663743,2024,26.7
605141,2024,26.7
657077,2024,26.7
613564,2024,26.7
669224,2024,26.7
624428,2024,26.7
660766,2024,26.7
643217,2024,26.7
666397,2024,26.7
650333,2024,26.7
665120,2024,26.7
657757,2024,26.7
693049,2024,26.6
666165,2024,26.6
609280,2024,26.6
620443,2024,26.6
669234,2024,26.6
650402,2024,26.6
668904,2024,26.6
666310,2024,26.6
666023,2024,26.6
666971,2024,26.6
668939,2024,26.6
663728,2024,26.6
643376,2024,26.6
493329,2024,26.5
663886,2024,26.5
682988,2024,26.5
656180,2024,26.5
553993,2024,26.5
608336,2024,26.5
595777,2024,26.5
670770,2024,26.5
664901,2024,26.5
646240,2024,26.5
661388,2024,26.4
691406,2024,26.4
666150,2024,26.4
656976,2024,26.4
663647,2024,26.4
695238,2024,26.4
663527,2024,26.4
694384,2024,26.4
663993,2024,26.4
683734,2024,26.3
624424,2024,26.3
502671,2024,26.3
680777,2024,26.3
643446,2024,26.3
664761,2024,26.3
676701,2024,26.3
543228,2024,26.3
668901,2024,26.3
663905,2024,26.3
663616,2024,26.3
681807,2024,26.2
571745,2024,26.2
669357,2024,26.2
572233,2024,26.2
660707,2024,26.2
665839,2024,26.2
681584,2024,26.2
691182,2024,26.2
518934,2024,26.1
665561,2024,26.1
624413,2024,26.1
807799,2024,26.1
608385,2024,26.1
670541,2024,26.1
661531,2024,26.1
608596,2024,26.1
694359,2024,26.0
664874,2024,26.0
663656,2024,26.0
592273,2024,26.0
623993,2024,26.0
690291,2024,26.0
649966,2024,26.0
663898,2024,26.0
641598,2024,26.0
467793,2024,25.9
641857,2024,25.9
686780,2024,25.9
571657,2024,25.9
700932,2024,25.9
670623,2024,25.9
669304,2024,25.9
572138,2024,25.9
656941,2024,25.8
592518,2024,25.8
605131,2024,25.8
502110,2024,25.8
518692,2024,25.8
500743,2024,25.8
665953,2024,25.8
682626,2024,25.8
593934,2024,25.8
666018,2024,25.8
592178,2024,25.7
542303,2024,25.7
518595,2024,25.7
605204,2024,25.6
606115,2024,25.6
666163,2024,25.6
686797,2024,25.6
683021,2024,25.6
686469,2024,25.6
608348,2024,25.6
642086,2024,25.6
592626,2024,25.5
608841,2024,25.5
624512,2024,25.5
680728,2024,25.5
642020,2024,25.5
686482,2024,25.5
621566,2024,25.5
665804,2024,25.5
571912,2024,25.5
676475,2024,25.5
456781,2024,25.5
650490,2024,25.4
605137,2024,25.4
543309,2024,25.4
457759,2024,25.4
571448,2024,25.3
608369,2024,25.3
668832,2024,25.3
656555,2024,25.3
595978,2024,25.3
547989,2024,25.3
641680,2024,25.3
672275,2024,25.2
669221,2024,25.2
668853,2024,25.2
687462,2024,25.2
650391,2024,25.2
664774,2024,25.2
543510,2024,25.1
647304,2024,25.2
543063,2024,25.1
664034,2024,25.1
570482,2024,25.1
669134,2024,25.0
645444,2024,25.0
668800,2024,25.0
645305,2024,25.0
660688,2024,25.0
642136,2024,24.9
663609,2024,24.9
596142,2024,24.8
543877,2024,24.8
621512,2024,24.7
672386,2024,24.7
641645,2024,24.7
572761,2024,24.6
519317,2024,24.6
521692,2024,24.5
519203,2024,24.5
624431,2024,24.5
640902,2024,24.5
592200,2024,24.4
553869,2024,24.4
605170,2024,24.4
571466,2024,24.4
641432,2024,24.3
644433,2024,24.2
642133,2024,24.2
671213,2024,24.1
527038,2024,24.0
607732,2024,23.9
596129,2024,23.9
518735,2024,23.2
553882,2024,23.1
455117,2024,23.1
645801,2024,22.8
607208,2025,30.3
677951,2025,30.2
687363,2025,30.2
621439,2025,30.2
656537,2025,30.1
679032,2025,30.1
663604,2025,30.1
642201,2025,29.9
664983,2025,29.9
669326,2025,29.9
682998,2025,29.8
683083,2025,29.8
677956,2025,29.8
681987,2025,29.7
691783,2025,29.7
694362,2025,29.7
682668,2025,29.6
802415,2025,29.6
666149,2025,29.6
665161,2025,29.6
672016,2025,29.5
691718,2025,29.5
686668,2025,29.5
676356,2025,29.5
680737,2025,29.4
624641,2025,29.4
805249,2025,29.4
682729,2025,29.4
664702,2025,29.4
683090,2025,29.4
701358,2025,29.3
666152,2025,29.3
608671,2025,29.3
622761,2025,29.3
696285,2025,29.3
657041,2025,29.3
666181,2025,29.3
621438,2025,29.3
669288,2025,29.2
677594,2025,29.2
672724,2025,29.2
680574,2025,29.2
694192,2025,29.2
665833,2025,29.2
690022,2025,29.2
678894,2025,29.2
695734,2025,29.1
687957,2025,29.1
678882,2025,29.1
683766,2025,29.1
680776,2025,29.1
663368,2025,29.1
672569,2025,29.1
663968,2025,29.1
690924,2025,29.1
682829,2025,29.1
694497,2025,29.0
678009,2025,29.0
807713,2025,29.0
677347,2025,29.0
673357,2025,29.0
689200,2025,29.0
686611,2025,29.0
676059,2025,29.0
682622,2025,29.0
669200,2025,29.0
669003,2025,29.0
664059,2025,28.9
687637,2025,28.9
656541,2025,28.9
694671,2025,28.9
668930,2025,28.9
686475,2025,28.9
670231,2025,28.9
678489,2025,28.9
693304,2025,28.9
686217,2025,28.9
641658,2025,28.9
691185,2025,28.8
677649,2025,28.8
677942,2025,28.8
656413,2025,28.8
681082,2025,28.8
681393,2025,28.8
665750,2025,28.8
664056,2025,28.8
669707,2025,28.8
682927,2025,28.8
687401,2025,28.7
807712,2025,28.7
808975,2025,28.7
681715,2025,28.7
671083,2025,28.7
670042,2025,28.7
701675,2025,28.7
691176,2025,28.7
687597,2025,28.7
805904,2025,28.7
691023,2025,28.7
685301,2025,28.7
676391,2025,28.6
665487,2025,28.6
681460,2025,28.6
687515,2025,28.6
596115,2025,28.6
663538,2025,28.6
702616,2025,28.6
672640,2025,28.5
669127,2025,28.6
681546,2025,28.5
680577,2025,28.5
543760,2025,28.5
666160,2025,28.5
694388,2025,28.5
696030,2025,28.5
671289,2025,28.5
669369,2025,28.5
670156,2025,28.5
701538,2025,28.5
621020,2025,28.5
671739,2025,28.5
683002,2025,28.5
680837,2025,28.4
695681,2025,28.4
700242,2025,28.4
682653,2025,28.4
663897,2025,28.4
608070,2025,28.4
669208,2025,28.4
695336,2025,28.4
641584,2025,28.4
656775,2025,28.4
669242,2025,28.4
691026,2025,28.4
662139,2025,28.4
607680,2025,28.4
667472,2025,28.4
679845,2025,28.4
686894,2025,28.4
592663,2025,28.4
683011,2025,28.3
670224,2025,28.3
673548,2025,28.4
677950,2025,28.3
663853,2025,28.3
669364,2025,28.3
677592,2025,28.3
680779,2025,28.3
606992,2025,28.3
656716,2025,28.3
542932,2025,28.3
668885,2025,28.3
681962,2025,28.3
641933,2025,28.3
669450,2025,28.3
669016,2025,28.3
676609,2025,28.3
680474,2025,28.3
663586,2025,28.2
595751,2025,28.2
664068,2025,28.3
687231,2025,28.2
694374,2025,28.2
691728,2025,28.2
650489,2025,28.2
641355,2025,28.2
670764,2025,28.2
666211,2025,28.2
691777,2025,28.2
676694,2025,28.2
663697,2025,28.2
592885,2025,28.2
682928,2025,28.2
690987,2025,28.2
808982,2025,28.2
642215,2025,28.1
702332,2025,28.1
701305,2025,28.1
606192,2025,28.1
810938,2025,28.1
630105,2025,28.1
694377,2025,28.1
656305,2025,28.1
687263,2025,28.1
645302,2025,28.1
805300,2025,28.1
642180,2025,28.1
681624,2025,28.1
624415,2025,28.1
672744,2025,28.1
668804,2025,28.1
663330,2025,28.1
660757,2025,28.1
666139,2025,28.1
680869,2025,28.0
596103,2025,28.0
691594,2025,28.0
694376,2025,28.0
660271,2025,28.0
543807,2025,28.0
690993,2025,28.0
668715,2025,28.0
666624,2025,28.0
643289,2025,28.0
642715,2025,28.0
686765,2025,28.0
657136,2025,28.0
665926,2025,28.0
665019,2025,27.9
660670,2025,27.9
669261,2025,27.9
666158,2025,27.9
691723,2025,27.9
669394,2025,27.9
676679,2025,27.9
700246,2025,27.9
683770,2025,27.9
682177,2025,27.9
666176,2025,27.9
672580,2025,27.9
647351,2025,27.9
641313,2025,27.9
545361,2025,27.9
702176,2025,27.8
669743,2025,27.8
695578,2025,27.8
691781,2025,27.8
672761,2025,27.8
664728,2025,27.8
621035,2025,27.8
686554,2025,27.8
671284,2025,27.8
592192,2025,27.8
650559,2025,27.8
657656,2025,27.8
572191,2025,27.8
578428,2025,27.8
701350,2025,27.8
660844,2025,27.8
642731,2025,27.8
687221,2025,27.7
702284,2025,27.8
676724,2025,27.8
686555,2025,27.7
668227,2025,27.7
677588,2025,27.7
695391,2025,27.7
