play_id,is_lhp,bat_side_r,pitch_code,balls,strikes,outs,inning,score_diff
7efb6346-fa91-46ce-a52c-07eab36de2d2,0,0,FF,1,0,0,3,3
b24f9525-1d0b-476d-a84a-1f62377e55aa,0,0,ST,3,2,0,4,-2
64d317cc-01fa-4e52-841c-93fe949c3594,0,0,FF,1,1,0,4,1
2dd80e29-2682-4f00-9a9b-23993890cdc3,0,0,FC,0,2,1,9,-1
f6ec3c3b-a7c8-4a00-a9b9-0a65b85a32e9,0,0,CU,3,3,0,5,0
048f588c-ae76-4d2b-bf59-5c5328cca643,0,1,CH,1,0,2,5,3
cbdb30e5-5b43-451f-97f5-3bb8c247bac0,0,0,FC,1,1,2,2,0
34a94777-9dda-48cd-aa64-241ba0d519c4,1,1,SL,1,1,0,7,4
7febef7b-5efd-476a-9136-d6975b44f28c,0,0,SL,3,2,1,7,2
8ab7be4b-d8d2-4e32-8127-04262bbf9515,0,0,ST,1,1,1,8,2
6f1e7bb6-616d-4b68-8168-c10340bbd3dd,0,0,FS,3,0,0,7,-4
5b7154d2-4247-4e07-8665-93d4263f067a,0,0,FF,3,0,1,8,0
67427910-03cf-4b00-9ac2-48c17c77fabb,0,0,FF,2,0,1,2,2
b3ad685a-41ed-4100-8346-1e173ab4c980,0,0,FF,1,1,1,8,1
684cea3e-b214-4dbc-8f54-7d11d3d4243f,1,1,CH,3,2,0,2,0
6a35fec2-4768-4db1-8f24-329043bca280,0,1,FC,0,1,1,2,0
4e220aff-7d4a-41bf-9bb8-1b4e3414d09b,0,1,ST,2,2,1,2,0
a31b7c42-63c0-4325-8d00-88ae16625301,1,1,SI,1,1,2,1,2
247b8a0a-9aa6-4599-a225-270a754080ef,1,0,SL,0,2,0,6,0
9b4ecc54-1557-49c9-b445-574a50fd2b02,1,0,SL,3,0,1,1,0
084df9ce-b708-3cff-8b61-0d32b343c07e,0,1,CH,3,2,1,4,0
b28db8fa-fc90-3a57-b881-8cccc2c9dae4,1,0,SI,0,1,2,8,3
51e2a633-9855-302b-83b3-ac7f7dfd6a31,0,1,SL,1,0,2,2,0
b34f06c7-9a89-3230-8f38-1258355d2707,1,0,ST,2,1,0,4,-1
23186d3e-be98-3795-80f9-8a8ebca72cf8,0,0,FF,2,1,0,8,4
ec4f9ce5-c151-38fa-b8f6-d53ba2cd3368,1,0,SI,1,1,1,1,0
7b99ece5-29e2-3e8b-8d73-d5b998f725e7,0,0,FC,1,2,0,2,0
18e54c97-9f85-39cd-8a79-86629d36f9ce,0,0,FF,3,0,2,3,3
e76c3e37-3117-3401-a0b2-ad21d7bde222,0,0,FF,3,1,2,5,-3
a2817e72-f774-4680-9e34-339ec0e69bf4,1,1,FF,2,2,2,4,4
661d662e-670b-47e2-84ff-742f8944a6ab,0,0,SL,3,1,2,8,0
9ca8cfcf-33bb-46dd-8fb3-9482851889c5,0,0,,1,0,1,7,4
193a926e-50f2-47a4-96a3-cadfc756ff3e,1,0,FC,3,1,2,8,1
5d500071-49c2-4df8-b282-61e6440c3606,1,1,SI,1,0,1,1,0
3e2c6350-a3ad-4db2-b453-0488de25506d,1,1,FC,1,0,0,1,2
7717d7ed-8795-43cf-a784-d0388e729c0a,1,1,SI,1,1,0,3,0
b2064d2f-3eb0-481b-b6dd-d4115ae7f004,0,1,FF,3,3,0,8,-2
3dd70566-2111-4fd2-8845-73554f5c1f1f,0,1,FF,1,3,1,1,0
e5ca6c40-1e55-4454-a122-f253c5cb1fd2,1,1,SL,1,1,1,4,0
80b2de79-220d-4a56-b111-13dd8b337847,0,0,CU,0,1,2,3,2
979512ba-6301-4fc4-acac-f8519a738643,1,0,SL,1,2,2,7,3
d835b561-c741-4b15-89d5-8505d5d9c988,0,1,SL,1,2,1,1,-3
6c18625d-ade5-4a11-ac9a-c0f48edddf44,1,1,FF,2,0,1,8,4
989de9ca-2e10-492d-b637-f72cab7e3ce2,1,1,CU,1,0,1,5,2
4c3dd1ca-53ab-4f98-8958-1156243f6a12,0,1,,2,2,2,7,4
14283470-3cda-4d8e-b5e8-e7a19d235813,0,1,CH,1,1,1,3,3
6d38ff72-75d5-404f-8f5f-d1f07dff1ce6,1,1,SI,1,2,0,8,1
a5d82eee-f9df-48cb-a7de-1fa6f6d3aa25,0,1,SL,1,2,2,7,5
fe4194c9-aaff-4172-98f4-1ade20ea512f,1,1,SI,0,1,0,8,3
61b51e24-33f5-476a-bad2-720f71a52ce7,0,1,FF,3,2,2,7,2
055479d5-e984-4a00-98bb-eac4ff88b75d,0,1,SI,3,1,1,1,1
efb65f54-4c1b-46ab-9ce7-b9e93a50ff3f,0,1,SI,3,1,1,1,1
ba010e65-53d6-4b45-92fe-cf5db252a22c,1,1,,2,0,2,1,1
c370b68e-a4d0-445f-acc2-15ccb54e22a7,1,1,FF,0,2,0,3,2
d9dea596-b929-4c63-9539-a82deeb9e668,1,1,FS,1,1,2,7,-3
c6694d47-aa89-4335-954b-febf75d7a28c,0,0,FF,2,2,2,6,-2
a1389bb6-fa12-45d3-9317-f5ca6d838fb4,0,1,,2,0,1,3,0
198c94cc-71f9-4f6a-bcc0-e79e45158f83,0,1,SI,3,3,0,9,1
9782483f-8b76-4afe-a62c-028b59875fe4,0,1,CU,2,2,0,7,5
7c24c378-8af0-489b-b6fb-a404c0537bde,0,1,FF,1,1,2,1,0
e578808e-9575-4773-bf7e-d07b46bfeb2e,0,1,SL,2,2,1,8,3
72f47769-5390-39bb-b8c6-8bcf285fee72,0,0,SI,1,0,2,4,3
6cde1b53-6180-4aa2-81ca-7c77f5cef960,1,1,,2,1,1,9,6
32478843-afcb-381c-89ac-ebdcd461388e,1,1,CH,2,1,1,5,-1
8a0b1cbb-445d-3b8f-9108-06d49bedf34f,1,1,FC,3,2,0,7,0
a2020197-aa89-3cc4-8ec0-9d18a7d27977,0,0,SI,1,2,2,7,0
f45ca13b-17fa-3f71-8240-77c954925b96,0,0,CH,1,1,1,6,0
7953424b-2bc2-3db4-a8ac-55ea86b8927c,1,1,CH,2,0,1,5,4
0035e53a-63de-3c09-885a-28912b027ff5,0,1,ST,1,1,2,5,1
31cb5c55-d2d3-4ff4-86e8-e50d5edc6955,0,1,FF,3,3,0,7,0
3b5083e1-2db2-4184-86cc-bf291a6def60,0,0,FF,1,1,0,2,0
c74e6052-e85e-4953-9479-25c4020a93a8,0,1,SL,1,1,2,2,0
0e7c98c3-087a-40e3-ad99-e66e2ed2b24d,0,0,SL,1,1,2,8,1
2fdcaadd-282f-4616-bc37-d00f7c9c1163,0,0,,0,2,2,6,2
37e8f45d-5ca4-4ea5-824e-6cd632c1ee00,0,1,SL,1,1,2,6,5
5fc0116e-8d4c-393a-9582-6b2357c08fb6,0,0,FC,0,1,1,7,1
f051417d-32c9-4dc3-ab0f-f3381238a961,0,0,FF,1,1,1,3,-2
0aef5ddb-e1aa-4d7c-b343-3724ae64e9df,0,0,CU,0,2,1,4,-3
f0b292ae-61b0-4606-8e60-e20f0ca6cf91,0,0,SL,0,2,2,4,3
c2929e5e-f0b1-4cda-8ed9-10f4985cc2ae,1,1,CH,1,1,1,5,-3
c3a5d09b-62e1-46e5-a026-bab4fedd36db,0,0,CH,1,1,2,5,3
b6f97d2f-20b8-49a0-8e7b-a39cdaeac77e,0,0,SL,3,2,2,4,2
69f61749-732f-4f9a-873e-3f906f764c85,0,0,FF,1,2,1,3,0
40d9794d-15f0-469d-b18e-fa5e01eac4ef,0,0,FF,2,0,1,5,3
534fc2a9-9cb0-4748-b0b3-3759f1fa2fbc,0,0,SL,1,1,2,8,4
57098850-b674-41af-aa9e-91314d0ca418,0,0,CU,2,2,2,5,0
fe820f26-4b22-4b51-8ce9-2975f692e02f,1,1,CH,2,0,2,4,5
6a5b2825-36c2-474d-bdf5-1cd45fcf1968,1,0,SL,2,3,0,5,1
5b70b488-195f-42a1-b421-eda72e18aa8b,0,1,,0,0,2,3,-2
850f445a-5bb3-466b-8c76-b9d4234dc018,1,1,SL,2,0,0,1,1
8ab2a498-cef5-49cc-b816-32d3a7d89666,0,1,FC,3,3,0,5,1
5200831c-7efb-4223-ac4c-aba2a1ca9b48,0,0,FF,0,1,1,8,1
ca9601a0-e18a-4709-a442-eb357e40c16a,0,0,FS,0,1,2,9,4
1e9338d3-8110-4979-b23c-4116cf3ba9d3,0,1,FS,2,1,2,9,1
57e8351d-71bb-453b-b23e-b7e192b7f7da,1,1,,2,1,2,3,1
