season,rank,runner_id,player_name,sprint_speed,accel_0_30,r_primary_lead,r_sec_minus_prim_lead,pre_rel_vel_avg,post_rel_dist_avg,avg_pop_faced,SB,CS,real_sb_pct,sb_residual,post_rel_dist_avg
2022,1,669352,Bubba Thompson,30.3,1.71,,,,57.753315,1.9649999999999999,18,3,0.8420637077880895,0.018555514631266146,57.753315
2022,2,665833,Oneil Cruz,29.9,1.75,12.053086379,3.707053156,2.8515793507692306,57.52012499999999,2.025,10,4,0.7312450738152803,-0.07708829581179466,57.52012499999999
2022,3,677951,Bobby Witt Jr.,30.3,1.75,13.020939024,4.500591463,3.461993433076923,57.28215,1.99,30,7,0.8069918191069124,-0.01651637404991091,57.28215
2022,4,681082,Bryson Stott,29.0,1.77,11.961878049,4.51182439,3.4706341461538464,56.700799999999994,2.08,12,4,0.7568407810709679,-0.02436268174449241,56.700799999999994
2022,5,623205,Andrew Velazquez,29.1,1.72,,,,56.6031375,1.995,17,1,0.9084198435865359,0.12468149855305544,56.6031375
2022,6,623205,Andrew Velazquez,29.1,1.7,,,,56.6031375,1.995,17,1,0.9084198435865359,0.12468149855305544,56.6031375
2022,7,641933,Tyler O'Neill,29.7,1.75,11.0675,3.343783582,2.5721412169230766,56.42999999999999,2.0,14,4,0.7779850609778403,-0.023480224692597584,56.42999999999999
2022,8,664983,Jake McCarthy,30.1,1.73,12.197339806,4.292359223,3.3018147869230767,56.05824,1.94,23,3,0.8675373033061395,0.05185629785027035,56.05824
2022,9,677594,Julio Rodríguez,29.7,1.77,12.954716814,3.647668142,2.8058985707692305,55.97559,2.005,25,7,0.7809096324997385,-0.020555653170699295,55.97559
2022,10,641796,Tim Locastro,30.2,1.75,,,,55.945499999999996,1.95,8,2,0.7929104268326884,-0.026624228489637747,55.945499999999996
2022,11,665862,Jazz Chisholm Jr.,29.3,1.73,12.165130769,5.637923077,4.336863905384615,55.5528,1.975,12,5,0.7224389273859239,-0.06672884598771767,55.5528
2022,12,671739,Michael Harris II,29.4,1.71,11.572564706,3.727862745,2.8675867269230766,55.32491999999999,1.94,20,2,0.8849502371292713,0.09288791763348991,55.32491999999999
2022,13,669242,Tommy Edman,28.7,1.74,,,,55.296648749999996,2.0175,32,3,0.8973414100622581,0.12302326609262271,55.296648749999996
2022,14,669242,Tommy Edman,28.7,1.78,,,,55.296648749999996,2.0175,32,3,0.8973414100622581,0.12302326609262271,55.296648749999996
2022,15,607208,Trea Turner,30.3,1.76,11.411938596,3.574809942,2.7498538015384617,54.78543,1.9133333333333333,27,3,0.8826758972140093,0.059167704057185966,54.78543
2023,1,622761,Jorge Mateo,30.1,1.77,12.282346939,4.194346939,3.226420722307692,58.85152,2.08,32,5,0.8546108667259601,0.038929861270090904,58.85152
2023,2,668930,Brice Turang,29.4,1.7,11.467410188,3.324536193,2.557335533076923,58.4766,2.04,26,4,0.8541044686425807,0.062042149146799286,58.4766
2023,3,682998,Corbin Carroll,30.1,1.66,9.737318777,3.851152838,2.96242526,57.802535,1.93,54,5,0.9045883812889113,0.08890737583304209,57.802535
2023,4,678225,Ji Hwan Bae,29.7,1.71,,,,57.473955,1.995,24,9,0.7340435895392191,-0.06742169613121873,57.473955
2023,5,680776,Jarren Duran,29.5,1.71,11.817132841,3.677476015,2.828827703846154,57.086924999999994,1.9949999999999999,24,2,0.8997953678222685,0.1047186142363088,57.086924999999994
2023,6,677951,Bobby Witt Jr.,30.5,1.75,13.020939024,4.500591463,3.461993433076923,56.88758333333333,1.9633333333333332,49,15,0.7665747304708742,-0.06524020225906046,56.88758333333333
2023,7,608671,Travis Jankowski,29.0,1.68,,,,56.84435,1.99,19,1,0.915746256099613,0.13454279328415275,56.84435
2023,8,665161,Jeremy Peña,29.4,1.76,11.944108696,4.256152174,3.273963210769231,56.584709999999994,2.0366666666666666,13,9,0.625690977870012,-0.1663713416257694,56.584709999999994
2023,9,664983,Jake McCarthy,30.0,1.72,12.197339806,4.292359223,3.3018147869230767,56.4525,1.95,26,4,0.8541044686425807,0.042157225085128314,56.4525
2023,10,680118,Dairon Blanco,30.3,1.7,,,,56.42617499999999,1.91,24,5,0.8204016588967743,-0.003106534260049032,56.42617499999999
2023,11,681546,James Outman,28.9,1.71,12.713019802,5.209613861,4.007395277692308,56.34632999999999,2.01,16,3,0.8289023501037636,0.05011388153828511,56.34632999999999
2023,12,677594,Julio Rodríguez,29.6,1.77,12.954716814,3.647668142,2.8058985707692305,55.92624,2.01,37,10,0.78641646927866,-0.011794606365519988,55.92624
2023,13,669016,Brandon Marsh,28.6,1.73,12.399738351,4.109007168,3.1607747446153844,55.87295999999999,2.035,10,2,0.8172739060288426,0.04501109240506851,55.87295999999999
2023,14,686668,Brenton Doyle,29.9,1.73,12.924391753,3.011525773,2.3165582869230765,55.82928,1.9449999999999998,22,5,0.8091767625778227,0.0008433929507477567,55.82928
2023,15,696285,Jacob Young,30.0,1.78,12.193094444,2.459588889,1.891991453076923,55.8195,1.99,13,0,0.9385364668050181,0.12658922324756572,55.8195
2024,1,686217,Sal Frelick,29.3,1.68,12.259344203,2.834137681,2.1801059084615386,59.741234999999996,2.07,18,3,0.8420637077880895,0.052895934414447954,59.741234999999996
2024,2,669003,Garrett Mitchell,29.5,1.68,11.222261084,2.596517241,1.9973209546153845,58.69615,2.02,11,4,0.7446828201245163,-0.050393933461443496,58.69615
2024,3,691718,Pete Crow-Armstrong,30.0,1.7,12.341284884,3.9235,3.018076923076923,58.353750000000005,1.995,27,3,0.8826758972140093,0.0707286536565569,58.353750000000005
2024,4,663368,Blake Perkins,29.6,1.69,13.740953846,4.365707692,3.358236686153846,58.016000000000005,2.0,23,5,0.8149592849239493,0.016748209279769277,58.016000000000005
2024,5,663368,Blake Perkins,29.6,1.77,13.740953846,4.365707692,3.358236686153846,58.016000000000005,2.0,23,5,0.8149592849239493,0.016748209279769277,58.016000000000005
2024,6,666152,David Hamilton,29.4,1.68,12.102747967,4.256341463,3.2741088176923077,57.773205000000004,1.995,33,4,0.8784203905354838,0.08635807103970239,57.773205000000004
2024,7,680118,Dairon Blanco,29.6,1.73,,,,57.400319999999994,2.02,31,7,0.8114803814532633,0.013269305809083254,57.400319999999994
2024,8,695578,James Wood,28.7,1.74,10.639444444,2.729792593,2.099840456153846,56.872637499999996,2.075,14,8,0.6627280149070491,-0.11159012906258625,56.872637499999996
2024,9,677951,Bobby Witt Jr.,30.5,1.74,13.020939024,4.500591463,3.461993433076923,56.798625,1.95,31,12,0.7269511750518817,-0.104863757678053,56.798625
2024,10,668930,Brice Turang,29.3,1.71,11.467410188,3.324536193,2.557335533076923,56.500947999999994,1.988,50,6,0.8835025639752512,0.09433479060160965,56.500947999999994
2024,11,682998,Corbin Carroll,29.6,1.68,9.737318777,3.851152838,2.96242526,56.212768000000004,1.9280000000000002,35,8,0.810284508385215,0.012073432741035006,56.212768000000004
2024,12,676356,Jonny DeLuca,29.8,1.74,12.879237209,3.644386047,2.803373882307692,55.77964,1.96,16,6,0.7368020889811232,-0.06803729468361353,55.77964
2024,13,678009,Parker Meadows,29.3,1.72,13.450490566,4.153132075,3.194716980769231,55.60103407663897,1.966472760849492,9,4,0.7163142445827959,-0.07285352879084561,55.60103407663897
2024,14,666149,Tyler Fitzgerald,30.0,1.73,,,,55.40784930747922,1.9238836565096953,17,4,0.8036021693265509,-0.008345074230901472,55.40784930747922
2024,15,666181,Will Benson,28.8,1.73,12.484913043,3.818434783,2.937257525384615,55.296,2.0,16,7,0.7104877286603688,-0.06600563362316891,55.296
2025,1,687363,Victor Scott II,30.2,1.68,12.293602339,3.274192982,2.5186099861538462,59.494,2.0,34,4,0.8812478233137284,0.06171316799140225,59.494
2025,2,677951,Bobby Witt Jr.,30.2,1.74,13.020939024,4.500591463,3.461993433076923,57.681999999999995,2.0,38,9,0.8056472385094293,-0.013887416812896847,57.681999999999995
2025,3,682998,Corbin Carroll,29.8,1.67,9.737318777,3.851152838,2.96242526,57.5289,1.95,32,6,0.8347361954067517,0.029896811742014973,57.5289
2025,4,802415,Chandler Simpson,29.6,1.67,12.159847107,3.596834711,2.7667959315384616,57.06954,1.9475,44,12,0.7851419082375463,-0.013069167406633775,57.06954
2025,5,680577,DaShawn Keirsey Jr.,28.5,1.67,,,,56.14785,1.99,10,3,0.7718698001383514,0.0015424288924000829,56.14785
2025,6,663968,Jake Mangum,29.1,1.78,12.194469945,3.445256831,2.6501975623076923,56.11935,2.03,27,6,0.8129909579602718,0.029252612926791266,56.11935
2025,7,663968,Jake Mangum,29.1,1.75,12.194469945,3.445256831,2.6501975623076923,56.11935,2.03,27,6,0.8129909579602718,0.029252612926791266,56.11935
2025,8,663604,Brandon Lockridge,30.1,1.75,11.96179558,2.910773481,2.2390565238461537,55.78163335777126,1.9507478005865102,10,1,0.8683535251556453,0.052672519699776155,55.78163335777126
2025,9,607208,Trea Turner,30.3,1.78,11.411938596,3.574809942,2.7498538015384613,55.75442399999999,1.968,36,7,0.8311178417185484,0.00760964856172508,55.75442399999999
2025,10,691718,Pete Crow-Armstrong,29.5,1.68,12.341284884,3.9235,3.018076923076923,55.20925,1.9,35,8,0.810284508385215,0.01520775479925529,55.20925
2025,11,682668,Luisangel Acuña,29.6,1.73,13.0375625,3.349305556,2.576388889230769,55.127039999999994,1.94,16,1,0.9042571092041057,0.1060460335599257,55.127039999999994
2025,12,621439,Byron Buxton,30.2,1.75,13.112712821,2.669117949,2.053167653076923,55.084799999999994,1.92,24,0,0.9618502207755285,0.14231556545320234,55.084799999999994
2025,13,677649,Ezequiel Duran,28.8,1.79,12.104074286,3.287611429,2.5289318684615383,54.907199999999996,2.05,11,2,0.827425355693907,0.05093199341036925,54.907199999999996
2025,14,694671,Wyatt Langford,28.9,1.76,11.553990909,3.2761,2.520076923076923,54.894104999999996,2.01,22,6,0.7846562546209189,0.0058677860554404715,54.894104999999996
2025,15,665161,Jeremy Peña,29.6,1.76,11.944108696,4.256152174,3.273963210769231,54.83557873900293,1.9603739002932552,20,2,0.8849502371292713,0.08673916148509131,54.83557873900293
2026,1,677951,Bobby Witt Jr.,30.5,1.73,13.020939024,4.500591463,3.461993433076923,57.681599999999996,1.97,16,3,0.8289023501037636,-0.002912582626171112,57.681599999999996
2026,2,669003,Garrett Mitchell,29.7,1.7,11.222261084,2.596517241,1.9973209546153845,56.756699999999995,1.96,6,4,0.659577093499355,-0.14188819217108284,56.756699999999995
2026,3,687363,Victor Scott II,29.7,1.68,12.293602339,3.274192982,2.5186099861538462,56.168639999999996,1.92,7,4,0.6808535251556453,-0.1206117605147925,56.168639999999996
2026,4,664983,Jake McCarthy,29.8,1.74,12.197339806,4.292359223,3.3018147869230767,56.06423,1.97,9,2,0.8058535251556453,0.0010141414909086155,56.06423
2026,5,804606,Konnor Griffin,29.9,1.73,12.62646,4.204876,3.2345199999999994,55.68575999999999,1.94,12,1,0.8829809112494625,0.07464754162238763,55.68575999999999
2026,6,665862,Jazz Chisholm Jr.,28.4,1.73,12.165130769,5.637923077,4.336863905384615,55.07327999999999,2.02,13,3,0.8044598286900155,0.035948011853846884,55.07327999999999
2026,7,665833,Oneil Cruz,28.2,1.78,12.053086379,3.707053156,2.8515793507692306,53.78867999999999,2.04,17,3,0.8357462560996131,0.07050588417889092,53.78867999999999
2026,8,803011,Sam Antonacci,28.3,1.73,12.302756522,3.826756522,2.943658863076923,53.24928,1.96,7,4,0.6808535251556453,-0.08596262523877995,53.24928
2026,9,663538,Nico Hoerner,28.3,1.81,11.008945263,3.212246316,2.4709587046153842,53.11344,2.04,10,1,0.8683535251556453,0.10153737476122005,53.11344
2026,10,682829,Elly De La Cruz,28.2,1.74,13.043354086,4.053797665,3.118305896153846,53.054069999999996,1.97,9,5,0.6786134948679119,-0.08662687705281025,53.054069999999996
2026,11,665487,Fernando Tatis Jr.,28.8,1.8,11.307440154,4.53011583,3.4847044846153845,53.0136,1.99,14,6,0.7157462560996131,-0.06074710618392465,53.0136
2026,12,681082,Bryson Stott,28.5,1.79,11.961878049,4.51182439,3.4706341461538464,52.744949999999996,1.99,10,0,0.9262437601660217,0.15591638892007043,52.744949999999996
2026,13,607208,Trea Turner,30.0,1.78,11.411938596,3.574809942,2.7498538015384613,52.733999999999995,1.88,11,1,0.8760974354406074,0.06415019188315496,52.733999999999995
2026,14,682928,CJ Abrams,28.4,1.73,11.387557632,3.204844237,2.4652647976923077,52.34688,1.92,8,4,0.6996268472053133,-0.06888496963085533,52.34688
2026,15,691023,Jordan Walker,29.0,1.75,12.135899642,4.080835125,3.1391039423076923,52.34499999999999,1.9,7,3,0.7262437601660217,-0.05495970264943861,52.34499999999999
