season,rank,runner_id,player_name,sprint_speed,SB_used,CS_used,real_sb_pct,sb_residual,r_primary_lead,r_secondary_lead,r_sec_minus_prim_lead,accel_0_30
2018,7,545361,Mike Trout,29.2,24,2,0.8957194504153618,0.11446869199841037,11.370782123,13.882497207,2.511715084,1.68
2018,8,660670,Ronald Acuña Jr.,29.6,16,5,0.7602808831875467,-0.03305557147114979,12.019437956,15.928346715,3.908908759,1.68
2018,9,645277,Ozzie Albies,28.7,14,3,0.807604680130737,0.03874305647853937,11.063531599,14.141936803,3.078405204,1.68
2018,10,571740,Billy Hamilton,30.1,34,10,0.7707612849566574,-0.040400275541645714,,,,1.68
2018,11,543829,Dee Strange-Gordon,29.0,30,12,0.7184532545292812,-0.057479451910112056,,,,1.69
2018,12,641553,Adam Engel,30.1,16,8,0.681631136650904,-0.1295304238473991,,,,1.69
2018,13,592261,Delino DeShields,29.9,20,4,0.8195621711336626,0.01589305104285932,,,,1.7
2018,14,514888,Jose Altuve,28.1,17,4,0.7987424216490852,0.040761380926367496,10.984526531,13.185706122,2.201179592,1.7
2018,15,656185,Greg Allen,28.9,21,4,0.8255767654292072,0.052121885942765234,,,,1.7
2019,1,502481,Jarrod Dyson,28.4,30,4,0.8658282810993901,0.10295054601941767,,,,1.64
2019,2,609275,Adalberto Mondesi,29.9,43,7,0.8503145993250221,0.0466454792342188,,,,1.66
2019,3,605480,Mallex Smith,29.4,46,9,0.8294550493812702,0.04240304155788466,,,,1.68
2019,4,543829,Dee Strange-Gordon,28.5,22,5,0.8052282175898817,0.04047665234305331,,,,1.7
2019,5,544725,Leury García,28.5,15,5,0.7506921185150486,-0.014059446731779834,,,,1.7
2019,6,592885,Christian Yelich,28.7,30,2,0.9126298098074652,0.14376818615526754,12.506061728,15.181888889,2.67582716,1.7
2019,7,545361,Mike Trout,29.2,11,2,0.8204057201597897,0.03915496174283828,11.370782123,13.882497207,2.511715084,1.7
2019,8,596115,Trevor Story,29.2,23,8,0.7435361934132282,-0.03771456500372328,12.970051546,17.187123711,4.217072165,1.7
2019,9,660670,Ronald Acuña Jr.,29.3,37,9,0.7993588816250238,0.015267898183464523,12.019437956,15.928346715,3.908908759,1.7
2019,10,669242,Tommy Edman,29.4,15,1,0.893681093470296,0.10662908564691043,,,,1.7
2019,11,641796,Tim Locastro,30.7,17,0,0.9439683164943734,0.10743025020031605,,,,1.7
2019,12,571740,Billy Hamilton,29.5,22,6,0.7808273625114005,-0.009306469051031718,,,,1.7
2019,13,542932,Jon Berti,29.8,17,3,0.8306921185150486,0.03058801959216706,,,,1.7
2019,14,641355,Cody Bellinger,28.8,15,5,0.7506921185150486,-0.02040573337566154,10.205975831,13.195752266,2.989776435,1.71
2019,15,621439,Byron Buxton,30.3,14,3,0.807604680130737,-0.011532518203940967,13.112712821,15.781830769,2.669117949,1.71
2020,1,596451,Roman Quinn,30.5,12,0,0.9274884095809538,0.09989237598102318,,,,1.67
2020,2,663757,Trent Grisham,29.1,10,1,0.8604564351797634,0.08192510243020035,10.18492145,14.383410876,4.198489426,1.74
2020,3,609275,Adalberto Mondesi,29.4,24,8,0.7504676476453032,-0.03658436017808242,,,,1.75
2020,4,607208,Trea Turner,29.9,12,4,0.7508239506131531,-0.05284516947765017,11.411938596,14.986748538,3.574809942,1.76
2020,5,542932,Jon Berti,29.2,9,2,0.7979564351797634,0.016705676762811983,,,,1.76
2020,6,673357,Luis Robert Jr.,29.1,9,2,0.7979564351797634,0.019425102430200347,10.790703125,14.695296875,3.90459375,1.77
2020,7,608070,José Ramírez,27.2,10,3,0.7648501646042342,0.015036041663455957,12.295364583,17.327204861,5.031840278,1.78
2020,8,542340,Jonathan Villar,27.0,16,5,0.7602808831875467,0.010952837935569226,,,,1.78
2020,9,605141,Mookie Betts,28.3,10,2,0.8098413507574245,0.0487166464870894,12.429531646,18.071772152,5.642240506,1.78
2020,10,665487,Fernando Tatis Jr.,29.3,11,3,0.7772264717303271,-0.006864511711232146,11.307440154,15.837555985,4.53011583,1.79
2020,11,596115,Trevor Story,28.9,15,3,0.8159696940380963,0.04251481455165429,12.970051546,17.187123711,4.217072165,1.79
2020,12,622534,Manuel Margot,28.4,12,4,0.7508239506131531,-0.012053784466819373,,,,1.79
2020,13,621563,Joey Wendle,28.2,8,2,0.7844868641917476,0.024994391373830527,,,,1.79
2020,14,622682,Victor Reyes,27.9,8,2,0.7844868641917476,0.029166289587771455,,,,1.79
2020,15,516782,Starling Marte,28.4,10,2,0.8098413507574245,0.046963615677452,12.167531646,14.724164557,2.556632911,1.8
2021,1,502481,Jarrod Dyson,27.9,10,5,0.6883651481438108,-0.06695542646016539,,,,1.67
2021,2,605548,Bradley Zimmer,29.4,15,3,0.8159696940380963,0.02891768621471069,,,,1.68
2021,3,642423,Magneuris Sierra,28.8,11,0,0.9229564351797634,0.15185858328905333,,,,1.69
2021,4,663757,Trent Grisham,28.8,13,5,0.7290131722989659,-0.04208467959174422,10.18492145,14.383410876,4.198489426,1.7
2021,5,621433,Brett Phillips,28.5,14,3,0.807604680130737,0.04285311488390864,,,,1.7
2021,6,642180,Tyler Wade,29.1,17,6,0.7416893915312934,-0.03684194121826967,,,,1.7
2021,7,656775,Cedric Mullins,28.5,30,8,0.7852861154157259,0.020534550168897492,12.201346821,15.954560694,3.753213873,1.71
2021,8,668731,Akil Baddoo,28.8,18,4,0.8061964060324525,0.035098554141742344,,,,1.71
2021,9,645277,Ozzie Albies,28.4,20,4,0.8195621711336626,0.05668443605369011,11.063531599,14.141936803,3.078405204,1.72
2021,10,669242,Tommy Edman,28.9,30,5,0.8441825740719053,0.07072769458546335,,,,1.72
2021,11,665750,Leody Taveras,29.7,10,1,0.8604564351797634,0.06379655806758411,11.69019171,14.975797927,3.285606218,1.72
2021,12,643217,Andrew Benintendi,27.6,8,9,0.5348774074034643,-0.21735846320154217,11.935697248,14.271059633,2.335362385,1.72
2021,13,660670,Ronald Acuña Jr.,29.4,17,6,0.7416893915312934,-0.04536261629209215,12.019437956,15.928346715,3.908908759,1.72
2021,14,665926,Andrés Giménez,29.1,11,0,0.9229564351797634,0.14442510243020035,11.260161491,15.337857143,4.077695652,1.73
2021,15,665862,Jazz Chisholm Jr.,29.1,23,8,0.7435361934132282,-0.03499513933633491,12.165130769,17.803053846,5.637923077,1.73
2022,1,670764,Taylor Walls,28.8,10,3,0.7648501646042342,-0.006247687286475956,12.974603659,17.344780488,4.370176829,1.7
2022,2,623205,Andrew Velazquez,29.1,17,1,0.9029262157772268,0.12439488302766366,,,,1.7
2022,3,660644,Vidal Bruján,28.5,5,5,0.5844868641917477,-0.18026470105508074,,,,1.71
2022,4,669352,Bubba Thompson,30.3,18,3,0.8372039601106237,0.018066761775945683,,,,1.71
2022,5,682928,CJ Abrams,29.0,7,4,0.6729564351797634,-0.10297627125962983,11.387557632,14.592401869,3.204844237,1.71
2022,6,671739,Michael Harris II,29.4,20,2,0.8802704801065265,0.09321847228314095,11.572564706,15.300427451,3.727862745,1.71
2022,7,680757,Steven Kwan,28.4,19,5,0.785079412512973,0.0222016774330005,10.742378205,14.882878205,4.1405,1.72
2022,8,656775,Cedric Mullins,28.5,34,10,0.7707612849566574,0.006009719709828998,12.201346821,15.954560694,3.753213873,1.72
2022,9,664728,Kyle Isbel,28.0,9,6,0.6383651481438107,-0.11822525984092691,12.64,16.795311475,4.155311475,1.72
2022,10,668731,Akil Baddoo,28.9,9,6,0.6383651481438107,-0.13508973134263125,,,,1.72
2022,11,623205,Andrew Velazquez,29.1,17,1,0.9029262157772268,0.12439488302766366,,,,1.72
2022,12,669016,Brandon Marsh,28.8,10,4,0.7245948927829587,-0.046502959107751374,12.399738351,16.50874552,4.109007168,1.73
2022,13,665862,Jazz Chisholm Jr.,29.3,12,5,0.7166955892216461,-0.06739539421991314,12.165130769,17.803053846,5.637923077,1.73
2022,14,642180,Tyler Wade,29.1,8,5,0.6537390534931231,-0.12479227925643999,,,,1.73
2022,15,664983,Jake McCarthy,30.1,23,3,0.8634613858992327,0.05229982540092959,12.197339806,16.489699029,4.292359223,1.73
2023,1,682829,Elly De La Cruz,30.5,35,8,0.8076521450599211,-0.019943888540009502,13.043354086,17.097151751,4.053797665,1.66
2023,2,682998,Corbin Carroll,30.1,54,5,0.9026141087949409,0.09145254829663774,9.737318777,13.588471616,3.851152838,1.66
2023,3,608671,Travis Jankowski,29.0,19,1,0.9106921185150486,0.13475941207565534,,,,1.68
2023,4,668930,Brice Turang,29.4,26,4,0.8504943703678919,0.0634423625445063,11.467410188,14.791946381,3.324536193,1.7
2023,5,680118,Dairon Blanco,30.3,24,5,0.8166853812610652,-0.002451817073612861,,,,1.7
2023,6,668731,Akil Baddoo,29.0,14,3,0.807604680130737,0.03167197369134378,,,,1.71
2023,7,682928,CJ Abrams,28.6,47,4,0.9065589814799324,0.13981278670902864,11.387557632,14.592401869,3.204844237,1.71
2023,8,678225,Ji Hwan Bae,29.7,24,9,0.7307184990230583,-0.06594137808912104,,,,1.71
2023,9,641584,Jake Fraley,28.0,21,5,0.7989452568669747,0.04235484888223706,12.234175182,16.94549635,4.711321168,1.71
2023,10,681546,James Outman,28.9,16,3,0.8236376234531756,0.05018274396673361,12.713019802,17.922633663,5.209613861,1.71
2023,11,671739,Michael Harris II,28.8,20,4,0.8195621711336626,0.04846431924295247,11.572564706,15.300427451,3.727862745,1.71
2023,12,680776,Jarren Duran,29.5,24,2,0.8957194504153618,0.10558561885292961,11.817132841,15.494608856,3.677476015,1.71
2023,13,666139,Josh Lowe,28.7,32,3,0.8941825740719054,0.1253209504197077,12.320161616,16.964353535,4.644191919,1.72
2023,14,671221,Drew Waters,28.7,16,5,0.7602808831875467,-0.00858074046465096,,,,1.72
2023,15,669242,Tommy Edman,28.8,27,4,0.8546473045243393,0.08354945263362923,,,,1.72
2024,1,682998,Corbin Carroll,29.6,35,8,0.8076521450599211,0.014315690401224601,9.737318777,13.588471616,3.851152838,1.68
2024,2,666152,David Hamilton,29.4,33,4,0.8754119753065766,0.08835996748319097,12.102747967,16.359089431,4.256341463,1.68
2024,3,683083,Nasim Nuñez,29.5,8,2,0.7844868641917476,-0.005646967370684597,11.528732719,16.03464977,4.505917051,1.68
2024,4,669003,Garrett Mitchell,29.5,11,4,0.7383651481438107,-0.05176868341862151,11.222261084,13.818778325,2.596517241,1.68
2024,5,608671,Travis Jankowski,28.5,11,1,0.8686648801691891,0.10391331492236067,,,,1.68
2024,6,686217,Sal Frelick,29.3,18,3,0.8372039601106237,0.05311297666906445,12.259344203,15.093481884,2.834137681,1.68
2024,7,663368,Blake Perkins,29.6,23,5,0.8111303928144308,0.017793938155734268,13.740953846,18.106661538,4.365707692,1.69
2024,8,682829,Elly De La Cruz,30.0,67,16,0.8041738973054116,-0.003181043310532816,13.043354086,17.097151751,4.053797665,1.69
2024,9,641584,Jake Fraley,28.3,20,5,0.7922434320958739,0.031118727825538817,12.234175182,16.94549635,4.711321168,1.69
2024,10,680776,Jarren Duran,29.6,34,7,0.8210283252799178,0.02769187062122125,11.817132841,15.494608856,3.677476015,1.7
2024,11,691718,Pete Crow-Armstrong,30.0,27,3,0.8790657989393205,0.07171085832337609,12.341284884,16.264784884,3.9235,1.7
2024,12,656775,Cedric Mullins,28.3,32,6,0.8317977433227027,0.07067303905236766,12.201346821,15.954560694,3.753213873,1.71
2024,13,660271,Shohei Ohtani,28.1,59,4,0.9230485729834738,0.1650675322607561,11.510135065,14.947436364,3.437301299,1.71
2024,14,665750,Leody Taveras,28.5,23,6,0.7872736165551828,0.022522051308354385,11.69019171,14.975797927,3.285606218,1.71
2024,15,668930,Brice Turang,29.3,50,6,0.8814311961127248,0.09734021267116555,11.467410188,14.791946381,3.324536193,1.71
2025,1,683083,Nasim Nuñez,29.8,9,1,0.8511535308584144,0.051049431935532796,11.528732719,16.03464977,4.505917051,1.64
2025,2,682998,Corbin Carroll,29.8,32,6,0.8317977433227027,0.03169364439982114,9.737318777,13.588471616,3.851152838,1.67
2025,3,680577,DaShawn Keirsey Jr.,28.5,10,3,0.7648501646042342,9.859935740574866e-05,,,,1.67
2025,4,802415,Chandler Simpson,29.6,44,12,0.7830705403750199,-0.010265914283676625,12.159847107,15.756681818,3.596834711,1.67
2025,5,687363,Victor Scott II,30.2,34,4,0.8783093712296794,0.06322039149179814,12.293602339,15.567795322,3.274192982,1.68
2025,6,691718,Pete Crow-Armstrong,29.5,35,8,0.8076521450599211,0.01751831349748889,12.341284884,16.264784884,3.9235,1.68
2025,7,686217,Sal Frelick,28.9,19,6,0.7589100987625405,-0.01454478072390153,12.259344203,15.093481884,2.834137681,1.69
2025,8,691176,Jasson Domínguez,28.7,23,5,0.8111303928144308,0.0422687691622331,,,,1.7
